1350, 1903, 49, 69, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9135_CROPED.jpg, path time not found, 0, Start 
1350.0, 1903.0, 49.0, 69.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9135_CROPED.jpg, path time not found, 0, Auto
1323.0, 1908.0, 49.0, 69.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9136_CROPED.jpg, path time not found, 0, Auto
1295.0, 1915.0, 47.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9137_CROPED.jpg, path time not found, 0, Auto
1262.0, 1919.0, 50.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9138_CROPED.jpg, path time not found, 0, Auto
1225.0, 1925.0, 49.0, 69.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9139_CROPED.jpg, path time not found, 0, Auto
1186.0, 1930.0, 50.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9140_CROPED.jpg, path time not found, 0, Auto
1155.0, 1940.0, 51.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9141_CROPED.jpg, path time not found, 0, Auto
1156.0, 1964.0, 50.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9142_CROPED.jpg, path time not found, 0, Auto
1155.0, 1961.0, 52.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9143_CROPED.jpg, path time not found, 0, Auto
1145.0, 1957.0, 51.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9144_CROPED.jpg, path time not found, 0, Auto
1141.0, 1957.0, 50.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9145_CROPED.jpg, path time not found, 0, Auto
1132.0, 1952.0, 51.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9146_CROPED.jpg, path time not found, 0, Auto
1126.0, 1954.0, 53.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9147_CROPED.jpg, path time not found, 0, Auto
1121.0, 1955.0, 53.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9148_CROPED.jpg, path time not found, 0, Auto
1115.0, 1954.0, 55.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9149_CROPED.jpg, path time not found, 0, Auto
1111.0, 1953.0, 53.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\122\side\1\9150_CROPED.jpg, path time not found, 0, Auto
