1359, 1912, 88, 81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7621_CROPED.jpg, path time not found, 0, Start 
1359.0, 1912.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7621_CROPED.jpg, path time not found, 0, Auto
1291.0, 1911.0, 86.0, 79.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7622_CROPED.jpg, path time not found, 0, Auto
1279.0, 1912.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7623_CROPED.jpg, path time not found, 0, Auto
1269.0, 1913.0, 86.0, 79.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7624_CROPED.jpg, path time not found, 0, Auto
1259.0, 1911.0, 90.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7625_CROPED.jpg, path time not found, 0, Auto
1251.0, 1912.0, 90.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7626_CROPED.jpg, path time not found, 0, Auto
1243.0, 1913.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7627_CROPED.jpg, path time not found, 0, Auto
1236.0, 1913.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7628_CROPED.jpg, path time not found, 0, Auto
1227.0, 1912.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7629_CROPED.jpg, path time not found, 0, Auto
1218.0, 1911.0, 90.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7630_CROPED.jpg, path time not found, 0, Auto
1211.0, 1912.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7631_CROPED.jpg, path time not found, 0, Auto
1206.0, 1913.0, 83.0, 76.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7632_CROPED.jpg, path time not found, 0, Auto
1200.0, 1913.0, 81.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7633_CROPED.jpg, path time not found, 0, Auto
1191.0, 1909.0, 85.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7634_CROPED.jpg, path time not found, 0, Auto
1184.0, 1906.0, 86.0, 79.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7635_CROPED.jpg, path time not found, 0, Auto
1178.0, 1905.0, 86.0, 79.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7636_CROPED.jpg, path time not found, 0, Auto
1172.0, 1905.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7637_CROPED.jpg, path time not found, 0, Auto
1167.0, 1904.0, 85.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7638_CROPED.jpg, path time not found, 0, Auto
1160.0, 1904.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7639_CROPED.jpg, path time not found, 0, Auto
1155.0, 1903.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7640_CROPED.jpg, path time not found, 0, Auto
1149.0, 1904.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7641_CROPED.jpg, path time not found, 0, Auto
1142.0, 1902.0, 90.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7642_CROPED.jpg, path time not found, 0, Auto
1140.0, 1902.0, 90.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7643_CROPED.jpg, path time not found, 0, Auto
1136.0, 1903.0, 90.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7644_CROPED.jpg, path time not found, 0, Auto
1133.0, 1904.0, 88.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7645_CROPED.jpg, path time not found, 0, Auto
1130.0, 1905.0, 85.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7646_CROPED.jpg, path time not found, 0, Auto
1125.0, 1906.0, 81.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7647_CROPED.jpg, path time not found, 0, Auto
1121.0, 1906.0, 80.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7648_CROPED.jpg, path time not found, 0, Auto
1114.0, 1911.0, 80.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7649_CROPED.jpg, path time not found, 0, Auto
1108.0, 1912.0, 78.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7650_CROPED.jpg, path time not found, 0, Auto
1104.0, 1910.0, 80.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\114\side\1\7651_CROPED.jpg, path time not found, 0, Auto
