1207, 1810, 54, 70, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6485_CROPED.jpg, path time not found, 0, Start 
1207.0, 1810.0, 54.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6485_CROPED.jpg, path time not found, 0, Auto
1163.0, 1812.0, 54.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6486_CROPED.jpg, path time not found, 0, Auto
1118.0, 1813.0, 57.0, 74.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6487_CROPED.jpg, path time not found, 0, Auto
1070.0, 1814.0, 58.0, 76.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6488_CROPED.jpg, path time not found, 0, Auto
1028.0, 1819.0, 56.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6489_CROPED.jpg, path time not found, 0, Auto
1006.0, 1819.0, 56.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6490_CROPED.jpg, path time not found, 0, Auto
998.0, 1819.0, 56.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6491_CROPED.jpg, path time not found, 0, Auto
991.0, 1819.0, 56.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6492_CROPED.jpg, path time not found, 0, Auto
984.0, 1819.0, 58.0, 76.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6493_CROPED.jpg, path time not found, 0, Auto
977.0, 1819.0, 58.0, 76.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6494_CROPED.jpg, path time not found, 0, Auto
972.0, 1822.0, 57.0, 74.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6495_CROPED.jpg, path time not found, 0, Auto
965.0, 1821.0, 57.0, 74.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6496_CROPED.jpg, path time not found, 0, Auto
959.0, 1822.0, 56.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6497_CROPED.jpg, path time not found, 0, Auto
953.0, 1823.0, 56.0, 73.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6498_CROPED.jpg, path time not found, 0, Auto
