1367, 1211, 135, 106, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7176_CROPED.jpg, path time not found, 0, Start 
1367.0, 1212.0, 135.0, 106.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7176_CROPED.jpg, path time not found, 0, Auto
1369.0, 1214.0, 146.0, 115.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7177_CROPED.jpg, path time not found, 0, Auto
1381.0, 1219.0, 143.0, 112.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7178_CROPED.jpg, path time not found, 0, Auto
1392.0, 1220.0, 143.0, 112.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7179_CROPED.jpg, path time not found, 0, Auto
1406.0, 1224.0, 138.0, 108.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7180_CROPED.jpg, path time not found, 0, Auto
1413.0, 1231.0, 140.0, 110.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7181_CROPED.jpg, path time not found, 0, Auto
1420.0, 1229.0, 146.0, 115.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7182_CROPED.jpg, path time not found, 0, Auto
1432.0, 1231.0, 143.0, 112.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7183_CROPED.jpg, path time not found, 0, Auto
1448.0, 1243.0, 132.0, 104.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7184_CROPED.jpg, path time not found, 0, Auto
1464.0, 1243.0, 135.0, 106.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\7185_CROPED.jpg, path time not found, 0, Auto
