1895, 1828, 48, 80, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0960_CROPED.jpg, path time not found, 0, Start 
1895.0, 1828.0, 48.0, 80.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0960_CROPED.jpg, path time not found, 0, Auto
1842.0, 1826.0, 46.0, 77.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0961_CROPED.jpg, path time not found, 0, Auto
1785.0, 1823.0, 48.0, 80.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0962_CROPED.jpg, path time not found, 0, Auto
1731.0, 1823.0, 47.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0963_CROPED.jpg, path time not found, 0, Auto
1673.0, 1823.0, 46.0, 77.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0964_CROPED.jpg, path time not found, 0, Auto
1616.0, 1823.0, 43.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0965_CROPED.jpg, path time not found, 0, Auto
1558.0, 1824.0, 42.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0966_CROPED.jpg, path time not found, 0, Auto
1502.0, 1827.0, 39.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0967_CROPED.jpg, path time not found, 0, Auto
1441.0, 1826.0, 39.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0968_CROPED.jpg, path time not found, 0, Auto
1400.0, 1887.0, 40.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0969_CROPED.jpg, path time not found, 0, Auto
1390.0, 1886.0, 41.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0970_CROPED.jpg, path time not found, 0, Auto
1383.0, 1891.0, 39.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0971_CROPED.jpg, path time not found, 0, Auto
1339, 1799, 29, 80, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0971_CROPED.jpg, path time not found, 0, Start 
1339.0, 1799.0, 29.0, 80.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0971_CROPED.jpg, path time not found, 0, Auto
1330.0, 1806.0, 28.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0972_CROPED.jpg, path time not found, 0, Auto
1322.0, 1810.0, 27.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0973_CROPED.jpg, path time not found, 0, Auto
1314.0, 1811.0, 27.0, 74.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0974_CROPED.jpg, path time not found, 0, Auto
1306.0, 1810.0, 27.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0975_CROPED.jpg, path time not found, 0, Auto
1299.0, 1813.0, 25.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0976_CROPED.jpg, path time not found, 0, Auto
1292.0, 1814.0, 25.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0977_CROPED.jpg, path time not found, 0, Auto
1286.0, 1815.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0978_CROPED.jpg, path time not found, 0, Auto
1277.0, 1817.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0979_CROPED.jpg, path time not found, 0, Auto
1271.0, 1817.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0980_CROPED.jpg, path time not found, 0, Auto
1264.0, 1816.0, 25.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0981_CROPED.jpg, path time not found, 0, Auto
1256.0, 1816.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0982_CROPED.jpg, path time not found, 0, Auto
1250.0, 1818.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0983_CROPED.jpg, path time not found, 0, Auto
1245.0, 1819.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0984_CROPED.jpg, path time not found, 0, Auto
1238.0, 1817.0, 25.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0985_CROPED.jpg, path time not found, 0, Auto
1231.0, 1817.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0986_CROPED.jpg, path time not found, 0, Auto
1224.0, 1817.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0987_CROPED.jpg, path time not found, 0, Auto
1218.0, 1817.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0988_CROPED.jpg, path time not found, 0, Auto
1213.0, 1818.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0989_CROPED.jpg, path time not found, 0, Auto
1208.0, 1817.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0990_CROPED.jpg, path time not found, 0, Auto
1202.0, 1817.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0991_CROPED.jpg, path time not found, 0, Auto
1196.0, 1817.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0992_CROPED.jpg, path time not found, 0, Auto
1189.0, 1816.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0993_CROPED.jpg, path time not found, 0, Auto
1185.0, 1816.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0994_CROPED.jpg, path time not found, 0, Auto
1181.0, 1816.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0995_CROPED.jpg, path time not found, 0, Auto
1175.0, 1817.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0996_CROPED.jpg, path time not found, 0, Auto
1169.0, 1816.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0997_CROPED.jpg, path time not found, 0, Auto
1163.0, 1816.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0998_CROPED.jpg, path time not found, 0, Auto
1159.0, 1816.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\0999_CROPED.jpg, path time not found, 0, Auto
1154.0, 1815.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1000_CROPED.jpg, path time not found, 0, Auto
1148.0, 1815.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1001_CROPED.jpg, path time not found, 0, Auto
1144.0, 1815.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1002_CROPED.jpg, path time not found, 0, Auto
1139.0, 1813.0, 25.0, 70.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1003_CROPED.jpg, path time not found, 0, Auto
1134.0, 1814.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1004_CROPED.jpg, path time not found, 0, Auto
1130.0, 1813.0, 25.0, 68.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1005_CROPED.jpg, path time not found, 0, Auto
1126.0, 1813.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1006_CROPED.jpg, path time not found, 0, Auto
1122.0, 1814.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1007_CROPED.jpg, path time not found, 0, Auto
1118.0, 1814.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1008_CROPED.jpg, path time not found, 0, Auto
1114.0, 1813.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1009_CROPED.jpg, path time not found, 0, Auto
1110.0, 1813.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1010_CROPED.jpg, path time not found, 0, Auto
1106.0, 1813.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1011_CROPED.jpg, path time not found, 0, Auto
1101.0, 1813.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1012_CROPED.jpg, path time not found, 0, Auto
1098.0, 1813.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1013_CROPED.jpg, path time not found, 0, Auto
1094.0, 1812.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1014_CROPED.jpg, path time not found, 0, Auto
1090.0, 1811.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1015_CROPED.jpg, path time not found, 0, Auto
1085.0, 1811.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1016_CROPED.jpg, path time not found, 0, Auto
1081.0, 1811.0, 24.0, 67.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1017_CROPED.jpg, path time not found, 0, Auto
1077.0, 1812.0, 24.0, 66.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1018_CROPED.jpg, path time not found, 0, Auto
1073.0, 1813.0, 23.0, 63.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1019_CROPED.jpg, path time not found, 0, Auto
1070.0, 1813.0, 22.0, 62.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1020_CROPED.jpg, path time not found, 0, Auto
1066.0, 1813.0, 22.0, 61.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1021_CROPED.jpg, path time not found, 0, Auto
1063.0, 1813.0, 22.0, 62.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\118\side\1\1022_CROPED.jpg, path time not found, 0, Auto
