0-5cm,0.0345
0.162,"[1.578160547449108, 1.6749986788156395, 0.921199037034421]"
avg,1.6749986788156395
5-10cm,0.04
1.0,"[8.397967104172887, 9.072127914305543, 0.9442569027152371]"
avg,9.072127914305543
10-15cm,0.045
2.0,"[54.328731457635406, 58.200487210623436, 0.9941833839144896]"
avg,58.200487210623436
15-20cm,0.05
3.0,"[41.60912083690606, 48.55744220425582, 0.9839403737034121]"
avg,48.55744220425582
