0-5cm,0.05
0.33,"[2.117900290941119, 2.508507267831469, 0.9067464344661209]"
avg,2.5085072678314693
5-10cm,0.0525
2.0,"[19.47414175003968, 20.009639343664865, 0.8497627778084966]"
avg,20.009639343664865
10-15cm,0.055
3.0,"[63.39824629463762, 62.90941091892774, 0.9635643067111506]"
avg,62.90941091892774
15-20cm,0.055
3.0,"[157.470434511065, 210.2228164926388, 0.7997947976536522]"
avg,210.2228164926388
