5-10cm,0.0375
1.0,"[13.273041215850348, 13.670872171683902, 0.903568712660779]"
avg,13.670872171683902
10-15cm,0.045
2.0,"[15.494059296195923, 18.051945806202166, 0.910166557406239]"
avg,18.051945806202166
15-20cm,0.05
3.0,"[61.31423551904405, 66.30760110144328, 0.9048361765240499]"
avg,66.30760110144328
