0-5cm,0.04
0.162,"[12.552338384074053, 14.441649508262602, 0.7682220621594635]"
avg,14.441649508262602
5-10cm,0.045
1.0,"[14.507486417847076, 15.825185277226815, 0.8819228318469676]"
avg,15.825185277226815
10-15cm,0.05
2.0,"[68.0927635730777, 77.54402230295233, 0.6753336829073118]"
avg,77.54402230295233
