0-5cm,0.038
0.33,"[7.032014049582548, 7.849794121498672, 0.9581548453789834]"
avg,7.849794121498672
5-10cm,0.0435
1.0,"[52.6640651347956, 60.70755348696427, 0.8475048661823198]"
avg,60.70755348696427
15-20cm,0.0525
7.0,"[58.47214577774518, 62.418928143773655, 0.9834086255099236]"
avg,62.418928143773655
