0-5cm,0.0385
0.33,"[3.5420603245317968, 3.894175275002839, 0.8145566578216197]"
avg,3.894175275002839
15-20cm,0.055
5.0,"[30.64624225211405, 32.385917845303645, 0.938183794357942]"
avg,32.385917845303645
