0-5cm,0.0375
0.33,"[15.34054871143712, 16.43874772939723, 0.881903467815]"
avg,16.43874772939723
5-10cm,0.05
1.0,"[15.392035438112094, 15.57559056469318, 0.9514520260656604]"
avg,15.57559056469318
10-15cm,0.0525
3.0,"[28.20117995581835, 30.5345705719731, 0.9337855867360718]"
avg,30.5345705719731
15-20cm,0.055
3.0,"[92.34739846080201, 106.8230844419604, 0.8503680867644845]"
avg,106.82308444196039
