0-5cm,0.0415
1.0,"[9.244134198268968, 10.080691394332948, 0.8392420942704326]"
avg,10.080691394332948
5-10cm,0.0475
2.0,"[43.45581556321495, 52.17687010799312, 0.4977694993247398]"
avg,52.17687010799312
10-15cm,0.05
2.0,"[57.890750785680275, 59.674179583833045, 0.8523815912572635]"
avg,59.674179583833045
15-20cm,0.055
3.0,"[121.2747501237332, 149.5796016454631, 0.5204144718208762]"
avg,149.5796016454631
