5-10cm,0.044
1.0,"[22.696947741004735, 24.82554750835751, 0.9846844444756642]"
avg,24.82554750835751
10-15cm,0.05
2.0,"[24.812284449995136, 26.144281862104762, 0.977389778889125]"
avg,26.144281862104762
15-20cm,0.0535
3.0,"[61.226489308145545, 61.5704596232523, 0.9832568758665509]"
avg,61.5704596232523
