0-5cm,0.0395
0.034,"[1.492223295367347, 2.0029006178634496, 0.3570416913478306]"
avg,2.0029006178634496
5-10cm,0.043
1.0,"[31.43238547388951, 35.20513453172975, 0.9678923457792276]"
avg,35.20513453172975
10-15cm,0.0455
2.0,"[35.43501131119602, 35.38274613393296, 0.9788597916637971]"
avg,35.38274613393296
15-20cm,0.049
3.0,"[51.161754383683785, 57.11118129561707, 0.9421593858674921]"
avg,57.11118129561707
