0-5cm,0.0435
0.034,"[0.5742604566227077, 0.7415054543558398, 0.5156662299631959]"
avg,0.7415054543558398
5-10cm,0.045
1.0,"[5.784751099863993, 6.931932274458388, 0.717197629490038]"
avg,6.931932274458388
10-15cm,0.0475
1.0,"[17.686602305687135, 20.84497277325277, 0.4464785294887492]"
avg,20.84497277325277
