0-5cm,0.0375
0.33,"[12.552439994536158, 12.876131144957407, 0.8224449845200702]"
avg,12.876131144957407
5-10cm,0.045
1.0,"[29.944938520598804, 34.89195921764617, 0.9296494194208773]"
avg,34.89195921764617
10-15cm,0.05
2.0,"[86.12112022679108, 101.0015575134488, 0.9357231981704763]"
avg,101.0015575134488
15-20cm,0.0525
3.0,"[202.52389602337277, 223.2994304646424, 0.7397203797755734]"
avg,223.2994304646424
