0-5cm,0.0395
0.33,"[6.07846059008798, 6.597421003490795, 0.9476352188616479]"
avg,6.597421003490795
5-10cm,0.045
1.0,"[65.45628935279831, 89.45499683550112, 0.2660434238794598]"
avg,89.45499683550112
10-15cm,0.0525
2.0,"[51.13413246744803, 58.61113885374005, 0.8693886076430761]"
avg,58.611138853740044
15-20cm,0.0525
3.0,"[174.65595693849667, 220.57349429477424, 0.8635361809064719]"
avg,220.57349429477424
