10-15cm,0.05
1.0,"[21.784897870304672, 65.3829728516316, -0.4311320389577086]"
avg,65.3829728516316
15-20cm,0.055
2.0,"[32.88733785516033, 32.80698232697375, 0.6654993091194932]"
avg,32.80698232697375
