0-5cm,0.0415
0.33,"[1.5350647130689545, 7.273206849325902, 0.1619195364808817]"
avg,7.273206849325901
5-10cm,0.0475
1.0,"[7.702714933963134, 7.994665794245293, 0.7916035714061836]"
avg,7.994665794245293
10-15cm,0.057
2.0,"[61.58790664309355, 67.99640157496458, 0.9055445481210296]"
avg,67.99640157496458
15-20cm,0.055
5.0,"[66.4417391933644, 64.08973426627527, 0.972442731355692]"
avg,64.08973426627527
