5-10cm,0.04
1.0,"[16.35473918923186, 16.754720572809394, 0.5928272850229935]"
avg,16.754720572809394
10-15cm,0.0475
1.0,"[47.49599067307258, 55.98498309714732, 0.8918006908749487]"
avg,55.98498309714732
15-20cm,0.055
1.0,"[33.452012695642395, 35.382904845883196, 0.8064318433817325]"
avg,35.382904845883196
