0-5cm,0.0425
0.33,"[5.713069195883194, 6.716920646468719, 0.4451475208882741]"
avg,6.716920646468719
5-10cm,0.0515
1.0,"[11.45176566903088, 13.029810182669237, 0.9139007247103468]"
avg,13.029810182669237
10-15cm,0.056
2.0,"[2.022210932853515, 30.55083330972134, -0.3013681281943537]"
avg,30.550833309721344
15-20cm,0.056
5.0,"[84.42932205833742, 95.25989785861019, 0.6854472615054226]"
avg,95.25989785861019
