0-5cm,0.0415
0.33,"[12.873895628925688, 22.903299896911037, -0.17792894462141196]"
avg,22.903299896911033
5-10cm,0.0525
2.0,"[31.2303167642901, 37.796243828267755, 0.623717614397722]"
avg,37.796243828267755
10-15cm,0.0545
4.0,"[71.05035990866995, 92.43317817445508, 0.30548130208958457]"
avg,92.43317817445508
15-20cm,0.0575
4.0,"[148.11242978352257, 180.20848079712496, 0.7512726876897398]"
avg,180.20848079712496
