0-5cm,0.0375
0.33,"[3.7248106119041804, 4.151147860743623, 0.9080235034856383]"
avg,4.151147860743623
5-10cm,0.045
1.0,"[7.019646167374628, 8.36119111426582, 0.9057599594197827]"
avg,8.36119111426582
10-15cm,0.05
2.0,"[46.612009893296026, 50.12452510103942, 0.8311124718431193]"
avg,50.12452510103941
15-20cm,0.055
3.0,"[237.14354431207184, 298.37859806748446, 0.7446427914133945]"
avg,298.37859806748446
