5-10cm,0.04
1.0,"[29.721810950746615, 32.50303958678182, 0.947279946285208]"
avg,32.50303958678182
10-15cm,0.04
2.0,"[74.14416063138526, 80.40522635410065, 0.8476843050225873]"
avg,80.40522635410065
