5-10cm,0.0525
2.0,"[10.586976241210948, 11.488152252650552, 0.7107663483016727]"
avg,11.488152252650552
10-15cm,0.055
2.0,"[66.29534181379913, 70.8052443064393, 0.6741316137400516]"
avg,70.8052443064393
15-20cm,0.055
5.0,"[277.7898396836635, 643.1868130799618, -0.2930311610426161]"
avg,643.1868130799618
