0-5cm,0.045
0.034,"[0.853560091197598, 1.1018459702343264, 0.48342038905299234]"
avg,1.1018459702343264
10-15cm,0.05
2.0,"[46.84728654616899, 60.69639873644447, 0.4113370647525716]"
avg,60.69639873644448
15-20cm,0.05
3.0,"[206.4567816562802, 236.86124493628665, 0.534380349391711]"
avg,236.86124493628665
