0-5cm,0.04
0.33,"[20.223460754041376, 23.801117022820826, 0.8125609896134176]"
avg,23.801117022820826
5-10cm,0.0525
1.0,"[27.132988913460686, 32.70424141592455, 0.42983909996599745]"
avg,32.70424141592455
10-15cm,0.0525
2.0,"[89.97906697245622, 107.02604971996574, 0.9143220724739037]"
avg,107.02604971996574
15-20cm,0.055
5.0,"[127.47897902359708, 137.94583466037201, 0.9831522369560317]"
avg,137.94583466037201
