0-5cm,0.0415
0.33,"[11.2582189026221, 13.31972132732444, 0.45621861064386227]"
avg,13.31972132732444
5-10cm,0.045
1.0,"[1.8144325415337164, 30.116873893613548, -0.3601863771940913]"
avg,30.116873893613548
10-15cm,0.055
3.0,"[44.02230330155314, 47.892089202163554, 0.9918777918782229]"
avg,47.892089202163554
15-20cm,0.0575
5.0,"[115.88240187263624, 132.74060286611382, 0.5929015729555025]"
avg,132.74060286611382
