0-5cm,0.035
0.034,"[1.4153010042102494, 1.6370232823337634, 0.786410120407239]"
avg,1.6370232823337634
5-10cm,0.0375
1.0,"[15.588674788601663, 15.961360611185446, 0.9977469348982693]"
avg,15.961360611185446
10-15cm,0.04
2.0,"[76.11559904076283, 89.32080869335603, 0.7477676340181192]"
avg,89.32080869335601
15-20cm,0.0425
2.0,"[50.79653739429564, 154.51020549017696, -0.3318730428361377]"
avg,154.51020549017696
