0-5cm,0.0375
0.33,"[8.654259332634583, 9.213994451846956, 0.9806091788367917]"
avg,9.213994451846956
5-10cm,0.0425
1.0,"[18.724877516981085, 19.560097627431787, 0.9238911193341374]"
avg,19.560097627431787
10-15cm,0.045
2.0,"[85.5960134547741, 85.94332633342854, 0.913177482986662]"
avg,85.94332633342856
15-20cm,0.04
5.0,"[116.22068835433095, 127.16858384130765, 0.9166422155813975]"
avg,127.16858384130765
