0-5cm,0.04
0.33,"[6.318414818915349, 6.659762695441934, 0.703579414248236]"
avg,6.659762695441934
5-10cm,0.045
2.0,"[15.986607923195997, 17.367891013733846, 0.9881735832944616]"
avg,17.367891013733846
10-15cm,0.0525
3.0,"[17.39236206825208, 18.91241176741863, 0.9884903450599549]"
avg,18.91241176741863
15-20cm,0.055
3.0,"[120.4477107136756, 147.90880315397695, 0.6789507862360866]"
avg,147.90880315397695
