0-5cm,0.0445
0.162,"[1.7400461873409236, 1.9757559955763937, 0.9739875372204447]"
avg,1.9757559955763937
5-10cm,0.0475
1.0,"[16.074026938641637, 19.933564002837247, 0.8176793219974332]"
avg,19.933564002837247
10-15cm,0.05
3.0,"[64.58912522564688, 80.3387122105507, 0.8957650115564524]"
avg,80.3387122105507
15-20cm,0.0515
3.0,"[102.32005339002801, 98.91817118332295, 0.7228303912447556]"
avg,98.91817118332295
