5-10cm,0.45
1.0,"[0.0010195124835371424, 0.0010496251888044293, 0.9887484720426388]"
avg,0.0010496251888044293
5-10cm,0.045
1.0,"[10.183619076793574, 10.487866589970126, 0.9876894150088795]"
avg,10.487866589970126
10-15cm,0.05
2.0,"[47.573088555628765, 50.51694803131195, 0.9737202449885558]"
avg,50.51694803131195
15-20cm,0.055
3.0,"[71.50931667304721, 82.1621408708021, 0.6055782324550928]"
avg,82.1621408708021
