5-10cm,0.0525
1.0,"[12.249738644854041, 17.235626804438432, 0.5771345549904825]"
avg,17.235626804438432
10-15cm,0.0525
2.0,"[62.18035571160106, 79.78910364500804, 0.3383513839567067]"
avg,79.78910364500804
