0-5cm,0.04
0.33,"[9.858314886863223, 10.285897745152516, 0.9923484840197182]"
avg,10.285897745152516
5-10cm,0.04
1.0,"[15.162543740562725, 19.108748319465462, 0.4025497889597635]"
avg,19.108748319465462
10-15cm,0.045
3.0,"[223.73462079148032, 253.05540883593494, 0.9540279666446847]"
avg,253.05540883593494
15-20cm,0.0535
3.0,"[224.14450618925278, 334.35841558845954, -0.2625618307337281]"
avg,334.35841558845954
