0-5cm,0.0365
0.33,"[7.257646801151445, 7.862045241909377, 0.9624995941713133]"
avg,7.862045241909377
5-10cm,0.0415
1.0,"[22.29063570701569, 28.394114612945767, 0.6773540807057503]"
avg,28.394114612945767
10-15cm,0.0525
2.0,"[32.15283669619933, 41.5492565562488, 0.6439086297297016]"
avg,41.5492565562488
15-20cm,0.0575
4.0,"[71.57557921322305, 70.70682532094337, 0.98474488866631]"
avg,70.70682532094337
