10-15cm,0.045
2.0,"[26.83474383143978, 30.838548578921394, 0.83197269533128]"
avg,30.838548578921394
15-20cm,0.049
2.0,"[47.25707693176963, 47.98296440883461, 0.9758378800381282]"
avg,47.98296440883461
