5-10cm,0.035
1.0,"[21.21006694226704, 22.46579618838067, 0.950754028605159]"
avg,22.46579618838067
15-20cm,0.045
2.0,"[41.71965644108487, 45.93489822109932, 0.9752782105473945]"
avg,45.93489822109932
10-15cm,0.04
2.0,"[33.22542057535831, 33.481720137234134, 0.96749539621382]"
avg,33.481720137234134
