0-5cm,0.0375
0.33,"[9.050733414984, 9.680152875659267, 0.7481619743552116]"
avg,9.680152875659267
5-10cm,0.0425
1.0,"[11.241037336121119, 12.702984128753961, 0.8753625009614796]"
avg,12.702984128753961
10-15cm,0.0535
2.0,"[31.03955976786532, 32.285062267436246, 0.9964297144865906]"
avg,32.285062267436246
15-20cm,0.055
5.0,"[88.2248917640675, 101.3462156939471, 0.9790188358971956]"
avg,101.3462156939471
