5-10cm,0.0475
1.0,"[24.17661201993077, 27.28330854547798, 0.7779058568305828]"
avg,27.28330854547798
10-15cm,0.049
2.0,"[89.80293666127316, 93.95701004069879, 0.9763783318403185]"
avg,93.95701004069879
15-20cm,0.045
5.0,"[131.21365152379622, 134.66936008207966, 0.9822374539448786]"
avg,134.66936008207966
