0-5cm,0.04
0.33,"[18.000739644058818, 20.818261605854715, 0.9683510694542403]"
avg,20.818261605854715
5-10cm,0.045
1.0,"[20.748813093080297, 29.948755035750082, 0.2945558709672337]"
avg,29.948755035750082
10-15cm,0.05
5.0,"[317.710074847365, 401.1031315503766, 0.8956399789265027]"
avg,401.1031315503766
15-20cm,0.055
9.0,"[94.00410072108616, 98.87558094743001, 0.9918752087717809]"
avg,98.87558094743001
