3016, 1760, 64, 66, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7400.JPG, 10-05 23:44:58, 0, Start 
3118, 1738, 63, 66, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7400.JPG, 10-05 23:44:58, 1, Start 
3016.0, 1760.0, 64.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7400.JPG, 10-05 23:44:58, 0, Auto
3118.0, 1738.0, 63.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7400.JPG, 10-05 23:44:58, 1, Auto
2998.0, 1766.0, 64.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7401.JPG, 10-05 23:45:28, 0, Auto
3093.0, 1745.0, 63.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7401.JPG, 10-05 23:45:28, 1, Auto
2974.0, 1777.0, 64.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7402.JPG, 10-05 23:45:58, 0, Auto
3065.0, 1753.0, 66.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7402.JPG, 10-05 23:45:58, 1, Auto
2950.0, 1787.0, 65.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7403.JPG, 10-05 23:46:28, 0, Auto
3036.0, 1760.0, 66.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7403.JPG, 10-05 23:46:28, 1, Auto
2927.0, 1797.0, 64.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7404.JPG, 10-05 23:46:58, 0, Auto
3009.0, 1769.0, 66.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7404.JPG, 10-05 23:46:58, 1, Auto
2902.0, 1808.0, 62.0, 63.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7405.JPG, 10-05 23:47:28, 0, Auto
2979.0, 1777.0, 70.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7405.JPG, 10-05 23:47:28, 1, Auto
2875.0, 1818.0, 63.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7406.JPG, 10-05 23:47:58, 0, Auto
2947.0, 1784.0, 68.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7406.JPG, 10-05 23:47:58, 1, Auto
2850.0, 1827.0, 63.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7407.JPG, 10-05 23:48:28, 0, Auto
2920.0, 1797.0, 67.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7407.JPG, 10-05 23:48:28, 1, Auto
2837.0, 1832.0, 62.0, 63.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\3\DSC_7408.JPG, 10-05 23:48:58, 0, Auto
