2101, 1169, 58, 67, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7176.JPG, 27-07 14:47:12, 0, Start 
2390, 1302, 43, 33, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7176.JPG, 27-07 14:47:12, 1, Start 
2101.0, 1169.0, 58.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7176.JPG, 27-07 14:47:12, 0, Auto
2390.0, 1302.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7176.JPG, 27-07 14:47:12, 1, Auto
2114.0, 1173.0, 57.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7177.JPG, 27-07 14:47:42, 0, Auto
2390.0, 1313.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7177.JPG, 27-07 14:47:42, 1, Auto
2127.0, 1176.0, 58.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7178.JPG, 27-07 14:48:12, 0, Auto
2409.0, 1312.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7178.JPG, 27-07 14:48:12, 1, Auto
2137.0, 1176.0, 58.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7179.JPG, 27-07 14:48:42, 0, Auto
2422.0, 1312.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7179.JPG, 27-07 14:48:42, 1, Auto
2148.0, 1178.0, 59.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7180.JPG, 27-07 14:49:12, 0, Auto
2430.0, 1316.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7180.JPG, 27-07 14:49:12, 1, Auto
2162.0, 1182.0, 60.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7181.JPG, 27-07 14:49:42, 0, Auto
2443.0, 1320.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7181.JPG, 27-07 14:49:42, 1, Auto
2173.0, 1182.0, 60.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7182.JPG, 27-07 14:50:12, 0, Auto
2455.0, 1320.0, 42.0, 32.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7182.JPG, 27-07 14:50:12, 1, Auto
2187.0, 1184.0, 60.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7183.JPG, 27-07 14:50:42, 0, Auto
2463.0, 1327.0, 42.0, 32.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7183.JPG, 27-07 14:50:42, 1, Auto
2204.0, 1189.0, 59.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7184.JPG, 27-07 14:51:12, 0, Auto
2481.0, 1327.0, 42.0, 32.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7184.JPG, 27-07 14:51:12, 1, Auto
2221.0, 1190.0, 62.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7185.JPG, 27-07 14:51:42, 0, Auto
2484.0, 1336.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7185.JPG, 27-07 14:51:42, 1, Auto
2237.0, 1191.0, 62.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7186.JPG, 27-07 14:52:12, 0, Auto
2499.0, 1335.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7186.JPG, 27-07 14:52:12, 1, Auto
2254.0, 1192.0, 60.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7187.JPG, 27-07 14:52:42, 0, Auto
2513.0, 1334.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7187.JPG, 27-07 14:52:42, 1, Auto
2274.0, 1192.0, 60.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7188.JPG, 27-07 14:53:12, 0, Auto
2529.0, 1335.0, 42.0, 32.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7188.JPG, 27-07 14:53:12, 1, Auto
2296.0, 1194.0, 59.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7189.JPG, 27-07 14:53:42, 0, Auto
2542.0, 1339.0, 42.0, 32.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7189.JPG, 27-07 14:53:42, 1, Auto
2312.0, 1195.0, 59.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7190.JPG, 27-07 14:54:12, 0, Auto
2549.0, 1339.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7190.JPG, 27-07 14:54:12, 1, Auto
2333.0, 1197.0, 59.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7191.JPG, 27-07 14:54:42, 0, Auto
2562.0, 1338.0, 43.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7191.JPG, 27-07 14:54:42, 1, Auto
2351.0, 1200.0, 59.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7192.JPG, 27-07 14:55:12, 0, Auto
2568.0, 1341.0, 44.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7192.JPG, 27-07 14:55:12, 1, Auto
2364.0, 1199.0, 62.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7193.JPG, 27-07 14:55:42, 0, Auto
2604.0, 1337.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7193.JPG, 27-07 14:55:42, 1, Auto
2380.0, 1204.0, 62.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7194.JPG, 27-07 14:56:12, 0, Auto
2608.0, 1344.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7194.JPG, 27-07 14:56:12, 1, Auto
2389.0, 1202.0, 63.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7195.JPG, 27-07 14:56:42, 0, Auto
2608.0, 1357.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7195.JPG, 27-07 14:56:42, 1, Auto
2400.0, 1208.0, 62.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7196.JPG, 27-07 14:57:12, 0, Auto
2609.0, 1371.0, 39.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7196.JPG, 27-07 14:57:12, 1, Auto
2409.0, 1216.0, 63.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7197.JPG, 27-07 14:57:42, 0, Auto
2608.0, 1381.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7197.JPG, 27-07 14:57:42, 1, Auto
2413.0, 1220.0, 64.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7198.JPG, 27-07 14:58:12, 0, Auto
2608.0, 1385.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7198.JPG, 27-07 14:58:12, 1, Auto
2419.0, 1227.0, 64.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7199.JPG, 27-07 14:58:42, 0, Auto
2606.0, 1394.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7199.JPG, 27-07 14:58:42, 1, Auto
2421.0, 1233.0, 64.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7200.JPG, 27-07 14:59:12, 0, Auto
2602.0, 1395.0, 39.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7200.JPG, 27-07 14:59:12, 1, Auto
2431.0, 1242.0, 65.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7201.JPG, 27-07 14:59:42, 0, Auto
2599.0, 1401.0, 39.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7201.JPG, 27-07 14:59:42, 1, Auto
2428.0, 1252.0, 65.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7202.JPG, 27-07 15:00:12, 0, Auto
2594.0, 1408.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7202.JPG, 27-07 15:00:12, 1, Auto
2426.0, 1262.0, 64.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7203.JPG, 27-07 15:00:42, 0, Auto
2586.0, 1415.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7203.JPG, 27-07 15:00:42, 1, Auto
2423.0, 1271.0, 65.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7204.JPG, 27-07 15:01:12, 0, Auto
2579.0, 1428.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7204.JPG, 27-07 15:01:12, 1, Auto
2409.0, 1280.0, 67.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7205.JPG, 27-07 15:01:42, 0, Auto
2570.0, 1431.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7205.JPG, 27-07 15:01:42, 1, Auto
2407.0, 1288.0, 68.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7206.JPG, 27-07 15:02:12, 0, Auto
2556.0, 1442.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7206.JPG, 27-07 15:02:12, 1, Auto
2385.0, 1301.0, 68.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7207.JPG, 27-07 15:02:42, 0, Auto
2544.0, 1446.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7207.JPG, 27-07 15:02:42, 1, Auto
2383.0, 1312.0, 68.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7208.JPG, 27-07 15:03:12, 0, Auto
2530.0, 1457.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7208.JPG, 27-07 15:03:12, 1, Auto
2368.0, 1325.0, 67.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7209.JPG, 27-07 15:03:42, 0, Auto
2515.0, 1469.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7209.JPG, 27-07 15:03:42, 1, Auto
2368.0, 1334.0, 67.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7210.JPG, 27-07 15:04:12, 0, Auto
2496.0, 1470.0, 41.0, 31.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7210.JPG, 27-07 15:04:12, 1, Auto
2351.0, 1346.0, 65.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7211.JPG, 27-07 15:04:42, 0, Auto
2478.0, 1476.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7211.JPG, 27-07 15:04:42, 1, Auto
2332.0, 1350.0, 67.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7212.JPG, 27-07 15:05:12, 0, Auto
2459.0, 1480.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7212.JPG, 27-07 15:05:12, 1, Auto
2318.0, 1361.0, 67.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7213.JPG, 27-07 15:05:42, 0, Auto
2440.0, 1486.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7213.JPG, 27-07 15:05:42, 1, Auto
2297.0, 1369.0, 68.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7214.JPG, 27-07 15:06:12, 0, Auto
2418.0, 1499.0, 40.0, 30.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7214.JPG, 27-07 15:06:12, 1, Auto
2277.0, 1375.0, 69.0, 80.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\2\DSC_7215.JPG, 27-07 15:06:42, 0, Auto
