2474, 788, 80, 86, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0330.JPG, 23-05 23:14:36, 0, Start 
2560, 942, 150, 67, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0330.JPG, 23-05 23:14:36, 1, Start 
2475.0, 789.0, 78.0, 84.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0330.JPG, 23-05 23:14:36, 0, Auto
2563.0, 944.0, 144.0, 64.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0330.JPG, 23-05 23:14:36, 1, Auto
2465.0, 796.0, 78.0, 84.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0331.JPG, 23-05 23:15:06, 0, Auto
2547.0, 949.0, 147.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0331.JPG, 23-05 23:15:06, 1, Auto
2450.0, 802.0, 80.0, 86.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0332.JPG, 23-05 23:15:36, 0, Auto
2531.0, 955.0, 147.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0332.JPG, 23-05 23:15:36, 1, Auto
2435.0, 808.0, 80.0, 86.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0333.JPG, 23-05 23:16:06, 0, Auto
2513.0, 958.0, 153.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0333.JPG, 23-05 23:16:06, 1, Auto
2421.0, 811.0, 83.0, 89.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0334.JPG, 23-05 23:16:36, 0, Auto
2498.0, 963.0, 153.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0334.JPG, 23-05 23:16:36, 1, Auto
2409.0, 820.0, 80.0, 86.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0335.JPG, 23-05 23:17:06, 0, Auto
2481.0, 968.0, 156.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0335.JPG, 23-05 23:17:06, 1, Auto
2394.0, 823.0, 82.0, 88.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0336.JPG, 23-05 23:17:36, 0, Auto
2466.0, 974.0, 153.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0336.JPG, 23-05 23:17:36, 1, Auto
2380.0, 829.0, 80.0, 86.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0337.JPG, 23-05 23:18:06, 0, Auto
2450.0, 979.0, 153.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0337.JPG, 23-05 23:18:06, 1, Auto
2366.0, 834.0, 80.0, 86.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\22\side\2\DSC_0338.JPG, 23-05 23:18:36, 0, Auto
