1866, 1513, 30, 42, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7915.JPG, 13-09 21:54:16, 0, Start 
1634, 2063, 78, 47, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7915.JPG, 13-09 21:54:16, 1, Start 
1866.0, 1513.0, 30.0, 42.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7915.JPG, 13-09 21:54:16, 0, Auto
1634.0, 2063.0, 78.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7915.JPG, 13-09 21:54:16, 1, Auto
1854.0, 1508.0, 30.0, 42.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7916.JPG, 13-09 21:54:46, 0, Auto
1630.0, 2063.0, 78.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7916.JPG, 13-09 21:54:46, 1, Auto
1838.0, 1509.0, 30.0, 42.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7917.JPG, 13-09 21:55:16, 0, Auto
1626.0, 2062.0, 78.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7917.JPG, 13-09 21:55:16, 1, Auto
1822.0, 1504.0, 31.0, 43.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7918.JPG, 13-09 21:55:46, 0, Auto
1622.0, 2061.0, 76.0, 46.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7918.JPG, 13-09 21:55:46, 1, Auto
1806.0, 1500.0, 31.0, 44.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7919.JPG, 13-09 21:56:16, 0, Auto
1617.0, 2060.0, 80.0, 48.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7919.JPG, 13-09 21:56:16, 1, Auto
1789.0, 1506.0, 31.0, 44.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7920.JPG, 13-09 21:56:46, 0, Auto
1612.0, 2060.0, 80.0, 48.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7920.JPG, 13-09 21:56:46, 1, Auto
1773.0, 1511.0, 31.0, 44.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7921.JPG, 13-09 21:57:16, 0, Auto
1607.0, 2059.0, 80.0, 48.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7921.JPG, 13-09 21:57:16, 1, Auto
1757.0, 1514.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7922.JPG, 13-09 21:57:46, 0, Auto
1603.0, 2059.0, 78.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7922.JPG, 13-09 21:57:46, 1, Auto
1744.0, 1529.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7923.JPG, 13-09 21:58:16, 0, Auto
1598.0, 2058.0, 76.0, 46.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7923.JPG, 13-09 21:58:16, 1, Auto
1730.0, 1540.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7924.JPG, 13-09 21:58:46, 0, Auto
1593.0, 2057.0, 76.0, 46.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7924.JPG, 13-09 21:58:46, 1, Auto
1720.0, 1543.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7925.JPG, 13-09 21:59:16, 0, Auto
1590.0, 2056.0, 78.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7925.JPG, 13-09 21:59:16, 1, Auto
1720.0, 1547.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7926.JPG, 13-09 21:59:46, 0, Auto
1592.0, 2056.0, 76.0, 46.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7926.JPG, 13-09 21:59:46, 1, Auto
1721.0, 1548.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7927.JPG, 13-09 22:00:16, 0, Auto
1596.0, 2058.0, 74.0, 44.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7927.JPG, 13-09 22:00:16, 1, Auto
1722.0, 1547.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7928.JPG, 13-09 22:00:46, 0, Auto
1599.0, 2057.0, 72.0, 43.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7928.JPG, 13-09 22:00:46, 1, Auto
1722.0, 1547.0, 32.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7929.JPG, 13-09 22:01:16, 0, Auto
1600.0, 2057.0, 74.0, 44.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7929.JPG, 13-09 22:01:16, 1, Auto
1710, 1502, 35, 32, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7929.JPG, 13-09 22:01:16, 0, Start 
1611, 1419, 35, 52, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7929.JPG, 13-09 22:01:16, 1, Start 
1710.0, 1502.0, 35.0, 32.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7929.JPG, 13-09 22:01:16, 0, Auto
1612.0, 1419.0, 34.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7929.JPG, 13-09 22:01:16, 1, Auto
1709.0, 1502.0, 37.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7930.JPG, 13-09 22:01:46, 0, Auto
1606.0, 1420.0, 34.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7930.JPG, 13-09 22:01:46, 1, Auto
1709.0, 1503.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7931.JPG, 13-09 22:02:16, 0, Auto
1599.0, 1420.0, 34.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7931.JPG, 13-09 22:02:16, 1, Auto
1709.0, 1506.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7932.JPG, 13-09 22:02:46, 0, Auto
1593.0, 1422.0, 34.0, 50.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7932.JPG, 13-09 22:02:46, 1, Auto
1708.0, 1505.0, 39.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7933.JPG, 13-09 22:03:16, 0, Auto
1585.0, 1423.0, 34.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7933.JPG, 13-09 22:03:16, 1, Auto
1708.0, 1507.0, 37.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7934.JPG, 13-09 22:03:46, 0, Auto
1577.0, 1422.0, 35.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7934.JPG, 13-09 22:03:46, 1, Auto
1708.0, 1510.0, 37.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7935.JPG, 13-09 22:04:16, 0, Auto
1571.0, 1425.0, 35.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7935.JPG, 13-09 22:04:16, 1, Auto
1708.0, 1512.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7936.JPG, 13-09 22:04:46, 0, Auto
1565.0, 1428.0, 35.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7936.JPG, 13-09 22:04:46, 1, Auto
1708.0, 1513.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7937.JPG, 13-09 22:05:16, 0, Auto
1559.0, 1429.0, 35.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7937.JPG, 13-09 22:05:16, 1, Auto
1708.0, 1513.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7938.JPG, 13-09 22:05:46, 0, Auto
1553.0, 1429.0, 36.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7938.JPG, 13-09 22:05:46, 1, Auto
1708.0, 1513.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7939.JPG, 13-09 22:06:16, 0, Auto
1547.0, 1429.0, 36.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7939.JPG, 13-09 22:06:16, 1, Auto
1707.0, 1512.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7940.JPG, 13-09 22:06:46, 0, Auto
1540.0, 1427.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7940.JPG, 13-09 22:06:46, 1, Auto
1707.0, 1512.0, 37.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7941.JPG, 13-09 22:07:16, 0, Auto
1534.0, 1429.0, 38.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7941.JPG, 13-09 22:07:16, 1, Auto
1707.0, 1512.0, 36.0, 33.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7942.JPG, 13-09 22:07:46, 0, Auto
1529.0, 1430.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7942.JPG, 13-09 22:07:46, 1, Auto
1706.0, 1512.0, 38.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7943.JPG, 13-09 22:08:16, 0, Auto
1525.0, 1431.0, 38.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7943.JPG, 13-09 22:08:16, 1, Auto
1706.0, 1511.0, 39.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7944.JPG, 13-09 22:08:46, 0, Auto
1518.0, 1432.0, 38.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7944.JPG, 13-09 22:08:46, 1, Auto
1706.0, 1511.0, 38.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7945.JPG, 13-09 22:09:16, 0, Auto
1515.0, 1433.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7945.JPG, 13-09 22:09:16, 1, Auto
1706.0, 1512.0, 37.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7946.JPG, 13-09 22:09:46, 0, Auto
1508.0, 1433.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7946.JPG, 13-09 22:09:46, 1, Auto
1705.0, 1510.0, 39.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7947.JPG, 13-09 22:10:16, 0, Auto
1502.0, 1433.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7947.JPG, 13-09 22:10:16, 1, Auto
1704.0, 1511.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7948.JPG, 13-09 22:10:46, 0, Auto
1498.0, 1436.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7948.JPG, 13-09 22:10:46, 1, Auto
1705.0, 1511.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7949.JPG, 13-09 22:11:16, 0, Auto
1494.0, 1437.0, 36.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7949.JPG, 13-09 22:11:16, 1, Auto
1705.0, 1511.0, 39.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7950.JPG, 13-09 22:11:46, 0, Auto
1489.0, 1438.0, 36.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7950.JPG, 13-09 22:11:46, 1, Auto
1705.0, 1511.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7951.JPG, 13-09 22:12:16, 0, Auto
1484.0, 1438.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7951.JPG, 13-09 22:12:16, 1, Auto
1704.0, 1510.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7952.JPG, 13-09 22:12:46, 0, Auto
1479.0, 1438.0, 38.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7952.JPG, 13-09 22:12:46, 1, Auto
1705.0, 1510.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7953.JPG, 13-09 22:13:16, 0, Auto
1475.0, 1440.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7953.JPG, 13-09 22:13:16, 1, Auto
1704.0, 1510.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7954.JPG, 13-09 22:13:46, 0, Auto
1471.0, 1442.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7954.JPG, 13-09 22:13:46, 1, Auto
1704.0, 1510.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7955.JPG, 13-09 22:14:16, 0, Auto
1466.0, 1443.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7955.JPG, 13-09 22:14:16, 1, Auto
1704.0, 1509.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7956.JPG, 13-09 22:14:46, 0, Auto
1463.0, 1445.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7956.JPG, 13-09 22:14:46, 1, Auto
1704.0, 1508.0, 40.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7957.JPG, 13-09 22:15:16, 0, Auto
1459.0, 1446.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7957.JPG, 13-09 22:15:16, 1, Auto
1703.0, 1508.0, 40.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7958.JPG, 13-09 22:15:46, 0, Auto
1454.0, 1446.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7958.JPG, 13-09 22:15:46, 1, Auto
1703.0, 1508.0, 39.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7959.JPG, 13-09 22:16:16, 0, Auto
1450.0, 1448.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7959.JPG, 13-09 22:16:16, 1, Auto
1703.0, 1508.0, 40.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7960.JPG, 13-09 22:16:46, 0, Auto
1446.0, 1451.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7960.JPG, 13-09 22:16:46, 1, Auto
1703.0, 1507.0, 40.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7961.JPG, 13-09 22:17:16, 0, Auto
1443.0, 1451.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7961.JPG, 13-09 22:17:16, 1, Auto
1702.0, 1506.0, 40.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7962.JPG, 13-09 22:17:46, 0, Auto
1441.0, 1454.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7962.JPG, 13-09 22:17:46, 1, Auto
1702.0, 1505.0, 41.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7963.JPG, 13-09 22:18:16, 0, Auto
1438.0, 1455.0, 36.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7963.JPG, 13-09 22:18:16, 1, Auto
1702.0, 1505.0, 41.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7964.JPG, 13-09 22:18:46, 0, Auto
1434.0, 1455.0, 37.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\63\side\2\DSC_7964.JPG, 13-09 22:18:46, 1, Auto
