1667, 929, 117, 130, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7114.JPG, 16-11 17:55:56, 0, Start 
1820, 1106, 105, 94, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7114.JPG, 16-11 17:55:56, 1, Start 
1667.0, 929.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7114.JPG, 16-11 17:55:56, 0, Auto
1820.0, 1106.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7114.JPG, 16-11 17:55:56, 1, Auto
1636.0, 932.0, 122.0, 135.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7115.JPG, 16-11 17:56:26, 0, Auto
1785.0, 1113.0, 107.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7115.JPG, 16-11 17:56:26, 1, Auto
1668.0, 929.0, 119.0, 133.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7116.JPG, 16-11 17:56:56, 0, Auto
1760.0, 1122.0, 109.0, 98.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7116.JPG, 16-11 17:56:56, 1, Auto
1668.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7117.JPG, 16-11 17:57:26, 0, Auto
1741.0, 1137.0, 111.0, 100.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7117.JPG, 16-11 17:57:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7118.JPG, 16-11 17:57:56, 0, Auto
1721.0, 1147.0, 111.0, 100.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7118.JPG, 16-11 17:57:56, 1, Auto
1667.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7119.JPG, 16-11 17:58:26, 0, Auto
1715.0, 1148.0, 111.0, 100.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7119.JPG, 16-11 17:58:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7120.JPG, 16-11 17:58:56, 0, Auto
1723.0, 1153.0, 114.0, 102.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7120.JPG, 16-11 17:58:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7121.JPG, 16-11 17:59:26, 0, Auto
1730.0, 1161.0, 114.0, 102.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7121.JPG, 16-11 17:59:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7122.JPG, 16-11 17:59:56, 0, Auto
1734.0, 1169.0, 109.0, 98.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7122.JPG, 16-11 17:59:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7123.JPG, 16-11 18:00:26, 0, Auto
1733.0, 1168.0, 111.0, 100.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7123.JPG, 16-11 18:00:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7124.JPG, 16-11 18:00:56, 0, Auto
1737.0, 1168.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7124.JPG, 16-11 18:00:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7125.JPG, 16-11 18:01:26, 0, Auto
1738.0, 1170.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7125.JPG, 16-11 18:01:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7126.JPG, 16-11 18:01:56, 0, Auto
1740.0, 1169.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7126.JPG, 16-11 18:01:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7127.JPG, 16-11 18:02:26, 0, Auto
1741.0, 1167.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7127.JPG, 16-11 18:02:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7128.JPG, 16-11 18:02:56, 0, Auto
1742.0, 1166.0, 103.0, 92.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7128.JPG, 16-11 18:02:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7129.JPG, 16-11 18:03:26, 0, Auto
1739.0, 1158.0, 107.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7129.JPG, 16-11 18:03:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7130.JPG, 16-11 18:03:56, 0, Auto
1751.0, 1169.0, 101.0, 90.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7130.JPG, 16-11 18:03:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7131.JPG, 16-11 18:04:26, 0, Auto
1754.0, 1167.0, 101.0, 90.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7131.JPG, 16-11 18:04:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7132.JPG, 16-11 18:04:56, 0, Auto
1754.0, 1167.0, 101.0, 90.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7132.JPG, 16-11 18:04:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7133.JPG, 16-11 18:05:26, 0, Auto
1754.0, 1163.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7133.JPG, 16-11 18:05:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7134.JPG, 16-11 18:05:56, 0, Auto
1761.0, 1167.0, 103.0, 92.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7134.JPG, 16-11 18:05:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7135.JPG, 16-11 18:06:26, 0, Auto
1767.0, 1171.0, 107.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7135.JPG, 16-11 18:06:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7136.JPG, 16-11 18:06:56, 0, Auto
1768.0, 1169.0, 107.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7136.JPG, 16-11 18:06:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7137.JPG, 16-11 18:07:26, 0, Auto
1779.0, 1180.0, 103.0, 92.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7137.JPG, 16-11 18:07:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7138.JPG, 16-11 18:07:56, 0, Auto
1777.0, 1181.0, 107.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7138.JPG, 16-11 18:07:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7139.JPG, 16-11 18:08:26, 0, Auto
1779.0, 1180.0, 107.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7139.JPG, 16-11 18:08:26, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7140.JPG, 16-11 18:08:56, 0, Auto
1780.0, 1175.0, 105.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7140.JPG, 16-11 18:08:56, 1, Auto
1666.0, 930.0, 117.0, 130.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\89\side\1\DSC_7141.JPG, 16-11 18:09:26, 0, Auto
