2327, 1792, 31, 39, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9185.JPG, 03-09 15:41:12, 0, Start 
2253, 1818, 45, 26, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9185.JPG, 03-09 15:41:12, 1, Start 
2327.0, 1792.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9185.JPG, 03-09 15:41:12, 0, Auto
2253.0, 1818.0, 45.0, 26.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9185.JPG, 03-09 15:41:12, 1, Auto
2292.0, 1792.0, 32.0, 40.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9186.JPG, 03-09 15:41:42, 0, Auto
2283.0, 1826.0, 45.0, 26.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9186.JPG, 03-09 15:41:42, 1, Auto
2256.0, 1791.0, 32.0, 40.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9187.JPG, 03-09 15:42:12, 0, Auto
2252.0, 1823.0, 44.0, 25.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9187.JPG, 03-09 15:42:12, 1, Auto
2228.0, 1796.0, 32.0, 40.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9188.JPG, 03-09 15:42:42, 0, Auto
2223.0, 1821.0, 43.0, 25.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9188.JPG, 03-09 15:42:42, 1, Auto
2207.0, 1797.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9189.JPG, 03-09 15:43:12, 0, Auto
2202.0, 1820.0, 45.0, 26.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9189.JPG, 03-09 15:43:12, 1, Auto
2204.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9190.JPG, 03-09 15:43:42, 0, Auto
2201.0, 1821.0, 46.0, 27.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9190.JPG, 03-09 15:43:42, 1, Auto
2203.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9191.JPG, 03-09 15:44:12, 0, Auto
2201.0, 1822.0, 47.0, 27.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9191.JPG, 03-09 15:44:12, 1, Auto
2203.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9192.JPG, 03-09 15:44:42, 0, Auto
2200.0, 1824.0, 48.0, 28.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9192.JPG, 03-09 15:44:42, 1, Auto
2203.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9193.JPG, 03-09 15:45:12, 0, Auto
2200.0, 1824.0, 48.0, 28.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9193.JPG, 03-09 15:45:12, 1, Auto
2203.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9194.JPG, 03-09 15:45:42, 0, Auto
2200.0, 1826.0, 49.0, 28.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9194.JPG, 03-09 15:45:42, 1, Auto
2202.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9195.JPG, 03-09 15:46:12, 0, Auto
2200.0, 1829.0, 49.0, 28.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9195.JPG, 03-09 15:46:12, 1, Auto
2203.0, 1792.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9196.JPG, 03-09 15:46:42, 0, Auto
2201.0, 1829.0, 47.0, 27.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9196.JPG, 03-09 15:46:42, 1, Auto
2201.0, 1793.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9197.JPG, 03-09 15:47:12, 0, Auto
2200.0, 1827.0, 48.0, 28.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9197.JPG, 03-09 15:47:12, 1, Auto
2197.0, 1789.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9198.JPG, 03-09 15:47:42, 0, Auto
2197.0, 1820.0, 48.0, 28.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9198.JPG, 03-09 15:47:42, 1, Auto
2195.0, 1790.0, 32.0, 40.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9199.JPG, 03-09 15:48:12, 0, Auto
2196.0, 1822.0, 50.0, 29.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9199.JPG, 03-09 15:48:12, 1, Auto
2196.0, 1790.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9200.JPG, 03-09 15:48:42, 0, Auto
2195.0, 1826.0, 51.0, 29.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9200.JPG, 03-09 15:48:42, 1, Auto
2195.0, 1790.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9201.JPG, 03-09 15:49:12, 0, Auto
2195.0, 1828.0, 51.0, 29.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9201.JPG, 03-09 15:49:12, 1, Auto
2190.0, 1787.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9202.JPG, 03-09 15:49:42, 0, Auto
2192.0, 1820.0, 51.0, 29.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9202.JPG, 03-09 15:49:42, 1, Auto
2191.0, 1790.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9203.JPG, 03-09 15:50:12, 0, Auto
2189.0, 1821.0, 51.0, 29.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9203.JPG, 03-09 15:50:12, 1, Auto
2189.0, 1790.0, 31.0, 39.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\58\side\2\DSC_9204.JPG, 03-09 15:50:42, 0, Auto
