2109, 1805, 48, 60, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9785.JPG, 07-11 21:38:26, 0, Start 
2155, 1901, 34, 50, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9785.JPG, 07-11 21:38:26, 1, Start 
2111.0, 1807.0, 45.0, 57.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9785.JPG, 07-11 21:38:26, 0, Auto
2155.0, 1901.0, 34.0, 50.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9785.JPG, 07-11 21:38:26, 1, Auto
2088.0, 1801.0, 43.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9786.JPG, 07-11 21:38:56, 0, Auto
2123.0, 1891.0, 35.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9786.JPG, 07-11 21:38:56, 1, Auto
2063.0, 1796.0, 43.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9787.JPG, 07-11 21:39:26, 0, Auto
2090.0, 1881.0, 36.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9787.JPG, 07-11 21:39:26, 1, Auto
2037.0, 1800.0, 41.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9788.JPG, 07-11 21:39:56, 0, Auto
2058.0, 1870.0, 35.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9788.JPG, 07-11 21:39:56, 1, Auto
2012.0, 1796.0, 42.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9789.JPG, 07-11 21:40:26, 0, Auto
2026.0, 1861.0, 35.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9789.JPG, 07-11 21:40:26, 1, Auto
1987.0, 1794.0, 42.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9790.JPG, 07-11 21:40:56, 0, Auto
1995.0, 1853.0, 35.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9790.JPG, 07-11 21:40:56, 1, Auto
1983.0, 1806.0, 43.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9791.JPG, 07-11 21:41:26, 0, Auto
1963.0, 1843.0, 33.0, 49.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9791.JPG, 07-11 21:41:26, 1, Auto
1949.0, 1807.0, 43.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9792.JPG, 07-11 21:41:56, 0, Auto
1931.0, 1832.0, 34.0, 50.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9792.JPG, 07-11 21:41:56, 1, Auto
1918.0, 1789.0, 44.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9793.JPG, 07-11 21:42:26, 0, Auto
1902.0, 1823.0, 34.0, 50.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\83\side\1\DSC_9793.JPG, 07-11 21:42:26, 1, Auto
