3146, 1612, 50, 71, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0585.JPG, 15-12 00:36:38, 0, Start 
3167, 1502, 49, 51, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0585.JPG, 15-12 00:36:38, 1, Start 
3148.0, 1615.0, 46.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0585.JPG, 15-12 00:36:38, 0, Auto
3167.0, 1502.0, 49.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0585.JPG, 15-12 00:36:38, 1, Auto
3106.0, 1613.0, 50.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0586.JPG, 15-12 00:37:08, 0, Auto
3119.0, 1501.0, 50.0, 52.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0586.JPG, 15-12 00:37:08, 1, Auto
3071.0, 1614.0, 48.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0587.JPG, 15-12 00:37:38, 0, Auto
3078.0, 1502.0, 51.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0587.JPG, 15-12 00:37:38, 1, Auto
3032.0, 1614.0, 48.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0588.JPG, 15-12 00:38:08, 0, Auto
3037.0, 1505.0, 49.0, 51.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0588.JPG, 15-12 00:38:08, 1, Auto
2990.0, 1617.0, 48.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0589.JPG, 15-12 00:38:38, 0, Auto
2990.0, 1506.0, 51.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0589.JPG, 15-12 00:38:38, 1, Auto
2954.0, 1617.0, 48.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0590.JPG, 15-12 00:39:08, 0, Auto
2949.0, 1506.0, 51.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0590.JPG, 15-12 00:39:08, 1, Auto
2918.0, 1618.0, 48.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0591.JPG, 15-12 00:39:38, 0, Auto
2908.0, 1507.0, 51.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0591.JPG, 15-12 00:39:38, 1, Auto
2912.0, 1618.0, 47.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0592.JPG, 15-12 00:40:08, 0, Auto
2900.0, 1507.0, 52.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0592.JPG, 15-12 00:40:08, 1, Auto
2912.0, 1620.0, 46.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0593.JPG, 15-12 00:40:38, 0, Auto
2898.0, 1507.0, 51.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0593.JPG, 15-12 00:40:38, 1, Auto
2909.0, 1620.0, 46.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0594.JPG, 15-12 00:41:08, 0, Auto
2895.0, 1506.0, 52.0, 54.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0594.JPG, 15-12 00:41:08, 1, Auto
2909.0, 1620.0, 45.0, 64.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0595.JPG, 15-12 00:41:38, 0, Auto
2892.0, 1507.0, 51.0, 53.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0595.JPG, 15-12 00:41:38, 1, Auto
2907.0, 1621.0, 45.0, 64.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0596.JPG, 15-12 00:42:08, 0, Auto
2890.0, 1506.0, 53.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\97\side\1\DSC_0596.JPG, 15-12 00:42:08, 1, Auto
