2042, 1570, 28, 60, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6825.JPG, 27-07 11:51:42, 0, Start 
2056, 1701, 37, 34, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6825.JPG, 27-07 11:51:42, 1, Start 
2042.0, 1570.0, 28.0, 60.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6825.JPG, 27-07 11:51:42, 0, Auto
2056.0, 1701.0, 37.0, 34.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6825.JPG, 27-07 11:51:42, 1, Auto
2013.0, 1564.0, 28.0, 60.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6826.JPG, 27-07 11:52:12, 0, Auto
2024.0, 1693.0, 38.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6826.JPG, 27-07 11:52:12, 1, Auto
1983.0, 1560.0, 28.0, 60.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6827.JPG, 27-07 11:52:42, 0, Auto
1992.0, 1683.0, 38.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6827.JPG, 27-07 11:52:42, 1, Auto
1956.0, 1554.0, 29.0, 62.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6828.JPG, 27-07 11:53:12, 0, Auto
1960.0, 1680.0, 38.0, 35.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6828.JPG, 27-07 11:53:12, 1, Auto
1946.0, 1553.0, 30.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\119\side\1\DSC_6829.JPG, 27-07 11:53:42, 0, Auto
