1847, 1810, 76, 94, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9465.JPG, 20-10 14:53:28, 0, Start 
2120, 1706, 55, 78, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9465.JPG, 20-10 14:53:28, 1, Start 
1847.0, 1810.0, 76.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9465.JPG, 20-10 14:53:28, 0, Auto
2120.0, 1706.0, 55.0, 78.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9465.JPG, 20-10 14:53:28, 1, Auto
1845.0, 1806.0, 78.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9466.JPG, 20-10 14:53:58, 0, Auto
2115.0, 1709.0, 56.0, 80.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9466.JPG, 20-10 14:53:58, 1, Auto
1845.0, 1798.0, 76.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9467.JPG, 20-10 14:54:28, 0, Auto
2083.0, 1708.0, 57.0, 81.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9467.JPG, 20-10 14:54:28, 1, Auto
1844.0, 1794.0, 78.0, 96.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9468.JPG, 20-10 14:54:58, 0, Auto
2064.0, 1708.0, 58.0, 83.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9468.JPG, 20-10 14:54:58, 1, Auto
1846.0, 1788.0, 76.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9469.JPG, 20-10 14:55:28, 0, Auto
2037.0, 1712.0, 55.0, 78.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9469.JPG, 20-10 14:55:28, 1, Auto
1846.0, 1781.0, 76.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9470.JPG, 20-10 14:55:58, 0, Auto
2020.0, 1712.0, 56.0, 80.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9470.JPG, 20-10 14:55:58, 1, Auto
1845.0, 1773.0, 76.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9471.JPG, 20-10 14:56:28, 0, Auto
1997.0, 1712.0, 56.0, 80.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9471.JPG, 20-10 14:56:28, 1, Auto
1845.0, 1765.0, 76.0, 94.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9472.JPG, 20-10 14:56:58, 0, Auto
1971.0, 1713.0, 54.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9472.JPG, 20-10 14:56:58, 1, Auto
1848.0, 1755.0, 72.0, 89.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9473.JPG, 20-10 14:57:28, 0, Auto
1947.0, 1713.0, 54.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9473.JPG, 20-10 14:57:28, 1, Auto
1845.0, 1744.0, 73.0, 90.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9474.JPG, 20-10 14:57:58, 0, Auto
1936.0, 1715.0, 52.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9474.JPG, 20-10 14:57:58, 1, Auto
1845.0, 1731.0, 75.0, 92.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9475.JPG, 20-10 14:58:28, 0, Auto
1916.0, 1714.0, 49.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\73\side\1\DSC_9475.JPG, 20-10 14:58:28, 1, Auto
