3123, 2004, 50, 62, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6048.JPG, 10-05 12:28:58, 0, Start 
3131.0, 2085.0, 64.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6054.JPG, 10-05 12:31:58, 1, Auto
3022.0, 2029.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6055.JPG, 10-05 12:32:28, 0, Auto
3113.0, 2090.0, 64.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6055.JPG, 10-05 12:32:28, 1, Auto
3002.0, 2032.0, 56.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6056.JPG, 10-05 12:32:58, 0, Auto
3089.0, 2091.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6056.JPG, 10-05 12:32:58, 1, Auto
2994.0, 2039.0, 56.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6057.JPG, 10-05 12:33:28, 0, Auto
3078.0, 2098.0, 61.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6057.JPG, 10-05 12:33:28, 1, Auto
2974.0, 2040.0, 56.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6058.JPG, 10-05 12:33:58, 0, Auto
3053.0, 2097.0, 61.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6058.JPG, 10-05 12:33:58, 1, Auto
2948.0, 2046.0, 56.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6059.JPG, 10-05 12:34:28, 0, Auto
3025.0, 2103.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6059.JPG, 10-05 12:34:28, 1, Auto
2938.0, 2051.0, 56.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6060.JPG, 10-05 12:34:58, 0, Auto
3017.0, 2108.0, 59.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6060.JPG, 10-05 12:34:58, 1, Auto
2917.0, 2052.0, 56.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6061.JPG, 10-05 12:35:28, 0, Auto
2994.0, 2108.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6061.JPG, 10-05 12:35:28, 1, Auto
2904.0, 2057.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6062.JPG, 10-05 12:35:58, 0, Auto
2994.0, 2131.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6062.JPG, 10-05 12:35:58, 1, Auto
2869.0, 2100.0, 53.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6063.JPG, 10-05 12:36:28, 0, Auto
2991.0, 2132.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6063.JPG, 10-05 12:36:28, 1, Auto
2859.0, 2101.0, 53.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6064.JPG, 10-05 12:36:58, 0, Auto
2975.0, 2127.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6064.JPG, 10-05 12:36:58, 1, Auto
2863.0, 2099.0, 57.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6065.JPG, 10-05 12:37:28, 0, Auto
2971.0, 2116.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6065.JPG, 10-05 12:37:28, 1, Auto
2856.0, 2097.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6066.JPG, 10-05 12:37:58, 0, Auto
2974.0, 2126.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6066.JPG, 10-05 12:37:58, 1, Auto
2856.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6067.JPG, 10-05 12:38:28, 0, Auto
2975.0, 2126.0, 54.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6067.JPG, 10-05 12:38:28, 1, Auto
2855.0, 2096.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6068.JPG, 10-05 12:38:58, 0, Auto
2960.0, 2108.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6068.JPG, 10-05 12:38:58, 1, Auto
2850.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6069.JPG, 10-05 12:39:28, 0, Auto
2922.0, 2096.0, 59.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6069.JPG, 10-05 12:39:28, 1, Auto
2849.0, 2096.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6070.JPG, 10-05 12:39:58, 0, Auto
2918.0, 2102.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6070.JPG, 10-05 12:39:58, 1, Auto
2848.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6071.JPG, 10-05 12:40:28, 0, Auto
2922.0, 2097.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6071.JPG, 10-05 12:40:28, 1, Auto
2844.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6072.JPG, 10-05 12:40:58, 0, Auto
2925.0, 2096.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6072.JPG, 10-05 12:40:58, 1, Auto
2844.0, 2096.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6073.JPG, 10-05 12:41:28, 0, Auto
2928.0, 2093.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6073.JPG, 10-05 12:41:28, 1, Auto
2844.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6074.JPG, 10-05 12:41:58, 0, Auto
2933.0, 2094.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6074.JPG, 10-05 12:41:58, 1, Auto
2843.0, 2095.0, 63.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6075.JPG, 10-05 12:42:28, 0, Auto
2933.0, 2095.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6075.JPG, 10-05 12:42:28, 1, Auto
2842.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6076.JPG, 10-05 12:42:58, 0, Auto
2936.0, 2097.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6076.JPG, 10-05 12:42:58, 1, Auto
2841.0, 2096.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6077.JPG, 10-05 12:43:28, 0, Auto
2936.0, 2098.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6077.JPG, 10-05 12:43:28, 1, Auto
2838.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6078.JPG, 10-05 12:43:58, 0, Auto
2938.0, 2099.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6078.JPG, 10-05 12:43:58, 1, Auto
2838.0, 2096.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6079.JPG, 10-05 12:44:28, 0, Auto
2940.0, 2099.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6079.JPG, 10-05 12:44:28, 1, Auto
2837.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6080.JPG, 10-05 12:44:58, 0, Auto
2942.0, 2101.0, 54.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6080.JPG, 10-05 12:44:58, 1, Auto
2837.0, 2096.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6081.JPG, 10-05 12:45:28, 0, Auto
2945.0, 2102.0, 54.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6081.JPG, 10-05 12:45:28, 1, Auto
2835.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6082.JPG, 10-05 12:45:58, 0, Auto
2944.0, 2101.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6082.JPG, 10-05 12:45:58, 1, Auto
2834.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6083.JPG, 10-05 12:46:28, 0, Auto
2947.0, 2103.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6083.JPG, 10-05 12:46:28, 1, Auto
2833.0, 2096.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6084.JPG, 10-05 12:46:58, 0, Auto
2949.0, 2103.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6084.JPG, 10-05 12:46:58, 1, Auto
2828.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6085.JPG, 10-05 12:47:28, 0, Auto
2949.0, 2104.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6085.JPG, 10-05 12:47:28, 1, Auto
2828.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6086.JPG, 10-05 12:47:58, 0, Auto
2953.0, 2108.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6086.JPG, 10-05 12:47:58, 1, Auto
2827.0, 2095.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6087.JPG, 10-05 12:48:28, 0, Auto
2952.0, 2105.0, 58.0, 71.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6087.JPG, 10-05 12:48:28, 1, Auto
2827.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6088.JPG, 10-05 12:48:58, 0, Auto
2955.0, 2106.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6088.JPG, 10-05 12:48:58, 1, Auto
2826.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6089.JPG, 10-05 12:49:28, 0, Auto
2955.0, 2106.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6089.JPG, 10-05 12:49:28, 1, Auto
2826.0, 2097.0, 60.0, 74.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6090.JPG, 10-05 12:49:58, 0, Auto
2959.0, 2108.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6090.JPG, 10-05 12:49:58, 1, Auto
2824.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6091.JPG, 10-05 12:50:28, 0, Auto
2959.0, 2108.0, 57.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6091.JPG, 10-05 12:50:28, 1, Auto
2824.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6092.JPG, 10-05 12:50:58, 0, Auto
2963.0, 2110.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6092.JPG, 10-05 12:50:58, 1, Auto
2823.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6093.JPG, 10-05 12:51:28, 0, Auto
2963.0, 2107.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6093.JPG, 10-05 12:51:28, 1, Auto
2822.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6094.JPG, 10-05 12:51:58, 0, Auto
2967.0, 2110.0, 54.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6094.JPG, 10-05 12:51:58, 1, Auto
2822.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6095.JPG, 10-05 12:52:28, 0, Auto
2969.0, 2108.0, 54.0, 67.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6095.JPG, 10-05 12:52:28, 1, Auto
2822.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6096.JPG, 10-05 12:52:58, 0, Auto
2969.0, 2107.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6096.JPG, 10-05 12:52:58, 1, Auto
2821.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6097.JPG, 10-05 12:53:28, 0, Auto
2974.0, 2111.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6097.JPG, 10-05 12:53:28, 1, Auto
2820.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6098.JPG, 10-05 12:53:58, 0, Auto
2975.0, 2109.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6098.JPG, 10-05 12:53:58, 1, Auto
2819.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6099.JPG, 10-05 12:54:28, 0, Auto
2976.0, 2108.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6099.JPG, 10-05 12:54:28, 1, Auto
2818.0, 2096.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6100.JPG, 10-05 12:54:58, 0, Auto
2978.0, 2108.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6100.JPG, 10-05 12:54:58, 1, Auto
2818.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6101.JPG, 10-05 12:55:28, 0, Auto
2979.0, 2108.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6101.JPG, 10-05 12:55:28, 1, Auto
2817.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6102.JPG, 10-05 12:55:58, 0, Auto
2980.0, 2108.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6102.JPG, 10-05 12:55:58, 1, Auto
2817.0, 2097.0, 61.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6103.JPG, 10-05 12:56:28, 0, Auto
2981.0, 2108.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6103.JPG, 10-05 12:56:28, 1, Auto
2815.0, 2096.0, 62.0, 77.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6104.JPG, 10-05 12:56:58, 0, Auto
2983.0, 2109.0, 55.0, 68.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6104.JPG, 10-05 12:56:58, 1, Auto
2923, 2063, 44, 62, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6104.JPG, 10-05 12:56:58, 0, Start 
2752, 2077, 55, 59, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6104.JPG, 10-05 12:56:58, 1, Start 
2923.0, 2063.0, 44.0, 62.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6104.JPG, 10-05 12:56:58, 0, Auto
2752.0, 2077.0, 55.0, 59.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6104.JPG, 10-05 12:56:58, 1, Auto
2925.0, 2065.0, 41.0, 58.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6105.JPG, 10-05 12:57:28, 0, Auto
2750.0, 2077.0, 52.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6105.JPG, 10-05 12:57:28, 1, Auto
2924.0, 2064.0, 43.0, 61.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6106.JPG, 10-05 12:57:58, 0, Auto
2746.0, 2074.0, 52.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6106.JPG, 10-05 12:57:58, 1, Auto
2924.0, 2063.0, 45.0, 63.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6107.JPG, 10-05 12:58:28, 0, Auto
2742.0, 2072.0, 51.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6107.JPG, 10-05 12:58:28, 1, Auto
2924.0, 2063.0, 45.0, 63.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6108.JPG, 10-05 12:58:58, 0, Auto
2736.0, 2071.0, 52.0, 56.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6108.JPG, 10-05 12:58:58, 1, Auto
2925.0, 2064.0, 44.0, 62.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6109.JPG, 10-05 12:59:28, 0, Auto
2730.0, 2070.0, 51.0, 55.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6109.JPG, 10-05 12:59:28, 1, Auto
2925.0, 2064.0, 44.0, 62.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6110.JPG, 10-05 12:59:58, 0, Auto
2724.0, 2067.0, 53.0, 57.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\109\side\1\DSC_6110.JPG, 10-05 12:59:58, 1, Auto
