2130, 1664, 41, 37, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2345.JPG, 24-10 14:56:54, 0, Start 
2218, 1609, 72, 47, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2345.JPG, 24-10 14:56:54, 1, Start 
2130.0, 1664.0, 41.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2345.JPG, 24-10 14:56:54, 0, Auto
2218.0, 1609.0, 72.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2345.JPG, 24-10 14:56:54, 1, Auto
2114.0, 1664.0, 42.0, 38.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2346.JPG, 24-10 14:57:24, 0, Auto
2190.0, 1616.0, 72.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2346.JPG, 24-10 14:57:24, 1, Auto
2114.0, 1653.0, 41.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2347.JPG, 24-10 14:57:54, 0, Auto
2163.0, 1619.0, 72.0, 47.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2347.JPG, 24-10 14:57:54, 1, Auto
2104.0, 1649.0, 40.0, 36.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2348.JPG, 24-10 14:58:24, 0, Auto
2140.0, 1624.0, 69.0, 45.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2348.JPG, 24-10 14:58:24, 1, Auto
2101.0, 1640.0, 42.0, 38.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\1\DSC_2349.JPG, 24-10 14:58:54, 0, Auto
