1845, 1685, 27, 37, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2765.JPG, 24-10 18:26:54, 0, Start 
1884, 1693, 20, 15, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2765.JPG, 24-10 18:26:54, 1, Start 
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2765.JPG, 24-10 18:26:54, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2765.JPG, 24-10 18:26:54, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2766.JPG, 24-10 18:27:24, 0, Auto
1885.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2766.JPG, 24-10 18:27:24, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2767.JPG, 24-10 18:27:54, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2767.JPG, 24-10 18:27:54, 1, Auto
1846.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2768.JPG, 24-10 18:28:24, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2768.JPG, 24-10 18:28:24, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2769.JPG, 24-10 18:28:54, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2769.JPG, 24-10 18:28:54, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2770.JPG, 24-10 18:29:24, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2770.JPG, 24-10 18:29:24, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2771.JPG, 24-10 18:29:54, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2771.JPG, 24-10 18:29:54, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2772.JPG, 24-10 18:30:24, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2772.JPG, 24-10 18:30:24, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2773.JPG, 24-10 18:30:54, 0, Auto
1884.0, 1693.0, 20.0, 15.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2773.JPG, 24-10 18:30:54, 1, Auto
1845.0, 1685.0, 27.0, 37.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\74\side\2\DSC_2774.JPG, 24-10 18:31:24, 0, Auto
