1868, 1145, 32, 65, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2210.JPG, 29-12 17:45:54, 0, Start 
2003, 1210, 51, 76, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2210.JPG, 29-12 17:45:54, 1, Start 
1868.0, 1145.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2210.JPG, 29-12 17:45:54, 0, Auto
2003.0, 1210.0, 51.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2210.JPG, 29-12 17:45:54, 1, Auto
1840.0, 1152.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2211.JPG, 29-12 17:46:24, 0, Auto
1967.0, 1219.0, 48.0, 72.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2211.JPG, 29-12 17:46:24, 1, Auto
1812.0, 1157.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2212.JPG, 29-12 17:46:54, 0, Auto
1933.0, 1226.0, 47.0, 70.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2212.JPG, 29-12 17:46:54, 1, Auto
1784.0, 1162.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2213.JPG, 29-12 17:47:24, 0, Auto
1898.0, 1231.0, 48.0, 72.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2213.JPG, 29-12 17:47:24, 1, Auto
1756.0, 1167.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2214.JPG, 29-12 17:47:54, 0, Auto
1862.0, 1234.0, 49.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2214.JPG, 29-12 17:47:54, 1, Auto
1728.0, 1173.0, 33.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2215.JPG, 29-12 17:48:24, 0, Auto
1825.0, 1237.0, 51.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2215.JPG, 29-12 17:48:24, 1, Auto
1699.0, 1178.0, 33.0, 66.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2216.JPG, 29-12 17:48:54, 0, Auto
1789.0, 1241.0, 51.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2216.JPG, 29-12 17:48:54, 1, Auto
1690.0, 1185.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2217.JPG, 29-12 17:49:24, 0, Auto
1778.0, 1247.0, 51.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2217.JPG, 29-12 17:49:24, 1, Auto
1689.0, 1192.0, 32.0, 65.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2218.JPG, 29-12 17:49:54, 0, Auto
1774.0, 1255.0, 51.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2218.JPG, 29-12 17:49:54, 1, Auto
1688.0, 1201.0, 30.0, 61.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2219.JPG, 29-12 17:50:24, 0, Auto
1772.0, 1260.0, 52.0, 78.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2219.JPG, 29-12 17:50:24, 1, Auto
1687.0, 1204.0, 30.0, 61.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2220.JPG, 29-12 17:50:54, 0, Auto
1773.0, 1265.0, 51.0, 76.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2220.JPG, 29-12 17:50:54, 1, Auto
1686.0, 1208.0, 30.0, 61.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2221.JPG, 29-12 17:51:24, 0, Auto
1770.0, 1268.0, 53.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2221.JPG, 29-12 17:51:24, 1, Auto
1685.0, 1215.0, 30.0, 61.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2222.JPG, 29-12 17:51:54, 0, Auto
1768.0, 1275.0, 53.0, 79.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2222.JPG, 29-12 17:51:54, 1, Auto
1683.0, 1222.0, 31.0, 62.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2223.JPG, 29-12 17:52:24, 0, Auto
1767.0, 1282.0, 55.0, 82.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2223.JPG, 29-12 17:52:24, 1, Auto
1683.0, 1228.0, 30.0, 61.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2224.JPG, 29-12 17:52:54, 0, Auto
1764.0, 1285.0, 57.0, 86.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\102\side\3\DSC_2224.JPG, 29-12 17:52:54, 1, Auto
