2129, 3015, 124, 129, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1080.JPG, 18-10 16:03:56, 0, Start 
2265, 2616, 81, 114, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1080.JPG, 18-10 16:03:56, 1, Start 
2129.0, 3015.0, 124.0, 129.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1080.JPG, 18-10 16:03:56, 0, Auto
2265.0, 2616.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1080.JPG, 18-10 16:03:56, 1, Auto
2119.0, 3012.0, 129.0, 134.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1081.JPG, 18-10 16:04:26, 0, Auto
2262.0, 2615.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1081.JPG, 18-10 16:04:26, 1, Auto
2107.0, 3009.0, 132.0, 137.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1082.JPG, 18-10 16:04:56, 0, Auto
2263.0, 2616.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1082.JPG, 18-10 16:04:56, 1, Auto
2095.0, 3005.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1083.JPG, 18-10 16:05:26, 0, Auto
2263.0, 2615.0, 83.0, 116.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1083.JPG, 18-10 16:05:26, 1, Auto
2085.0, 3004.0, 132.0, 137.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1084.JPG, 18-10 16:05:56, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1084.JPG, 18-10 16:05:56, 1, Auto
2075.0, 3004.0, 132.0, 137.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1085.JPG, 18-10 16:06:26, 0, Auto
2266.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1085.JPG, 18-10 16:06:26, 1, Auto
2061.0, 2998.0, 137.0, 142.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1086.JPG, 18-10 16:06:56, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1086.JPG, 18-10 16:06:56, 1, Auto
2048.0, 2998.0, 137.0, 142.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1087.JPG, 18-10 16:07:26, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1087.JPG, 18-10 16:07:26, 1, Auto
2040.0, 2999.0, 132.0, 137.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1088.JPG, 18-10 16:07:56, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1088.JPG, 18-10 16:07:56, 1, Auto
2027.0, 2996.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1089.JPG, 18-10 16:08:26, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1089.JPG, 18-10 16:08:26, 1, Auto
2015.0, 2994.0, 132.0, 137.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1090.JPG, 18-10 16:08:56, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1090.JPG, 18-10 16:08:56, 1, Auto
2002.0, 2993.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1091.JPG, 18-10 16:09:26, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1091.JPG, 18-10 16:09:26, 1, Auto
1990.0, 2990.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1092.JPG, 18-10 16:09:56, 0, Auto
2265.0, 2618.0, 79.0, 112.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1092.JPG, 18-10 16:09:56, 1, Auto
1977.0, 2989.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1093.JPG, 18-10 16:10:26, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1093.JPG, 18-10 16:10:26, 1, Auto
1964.0, 2988.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1094.JPG, 18-10 16:10:56, 0, Auto
2265.0, 2618.0, 79.0, 112.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1094.JPG, 18-10 16:10:56, 1, Auto
1952.0, 2988.0, 132.0, 137.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1095.JPG, 18-10 16:11:26, 0, Auto
2265.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1095.JPG, 18-10 16:11:26, 1, Auto
1952.0, 2986.0, 134.0, 140.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1096.JPG, 18-10 16:11:56, 0, Auto
2263.0, 2617.0, 81.0, 114.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1096.JPG, 18-10 16:11:56, 1, Auto
1957.0, 2988.0, 129.0, 134.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\69\side\3\DSC_1097.JPG, 18-10 16:12:26, 0, Auto
