1769, 1513, 107, 151, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3110.JPG, 08-06 17:42:28, 0, Start 
1839, 1197, 88, 76, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3110.JPG, 08-06 17:42:28, 1, Start 
1769.0, 1513.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3110.JPG, 08-06 17:42:28, 0, Auto
1841.0, 1199.0, 85.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3110.JPG, 08-06 17:42:28, 1, Auto
1769.0, 1513.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3111.JPG, 08-06 17:42:58, 0, Auto
1840.0, 1199.0, 86.0, 75.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3111.JPG, 08-06 17:42:58, 1, Auto
1768.0, 1513.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3112.JPG, 08-06 17:43:28, 0, Auto
1842.0, 1200.0, 83.0, 72.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3112.JPG, 08-06 17:43:28, 1, Auto
1767.0, 1514.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3113.JPG, 08-06 17:43:58, 0, Auto
1842.0, 1202.0, 80.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3113.JPG, 08-06 17:43:58, 1, Auto
1766.0, 1513.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3114.JPG, 08-06 17:44:28, 0, Auto
1842.0, 1202.0, 80.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3114.JPG, 08-06 17:44:28, 1, Auto
1766.0, 1514.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3115.JPG, 08-06 17:44:58, 0, Auto
1841.0, 1202.0, 80.0, 69.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3115.JPG, 08-06 17:44:58, 1, Auto
1765.0, 1514.0, 107.0, 151.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3116.JPG, 08-06 17:45:28, 0, Auto
1838.0, 1200.0, 85.0, 73.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3116.JPG, 08-06 17:45:28, 1, Auto
1766.0, 1515.0, 105.0, 148.0, \\132.66.44.238\AmirOhad\PhD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\29\side\2\DSC_3117.JPG, 08-06 17:45:58, 0, Auto
