1346, 834, 81, 180, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4040_CROPED.JPG, path time not found, 0, Start 
1157, 878, 63, 186, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4040_CROPED.JPG, path time not found, 1, Start 
1346.0, 834.0, 81.0, 180.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4040_CROPED.JPG, path time not found, 0, Auto
1156.0, 878.0, 63.0, 186.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4040_CROPED.JPG, path time not found, 1, Auto
1347.0, 833.0, 81.0, 180.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4041_CROPED.JPG, path time not found, 0, Auto
1157.0, 879.0, 63.0, 186.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4041_CROPED.JPG, path time not found, 1, Auto
1342.0, 856.0, 76.0, 170.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4042_CROPED.JPG, path time not found, 0, Auto
1157.0, 879.0, 64.0, 190.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4042_CROPED.JPG, path time not found, 1, Auto
1343.0, 860.0, 75.0, 166.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4043_CROPED.JPG, path time not found, 0, Auto
1157.0, 879.0, 64.0, 190.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4043_CROPED.JPG, path time not found, 1, Auto
1343.0, 862.0, 75.0, 166.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4044_CROPED.JPG, path time not found, 0, Auto
1155.0, 876.0, 66.0, 194.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4044_CROPED.JPG, path time not found, 1, Auto
1335.0, 874.0, 73.0, 163.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\29\side\cropped\2\4045_CROPED.JPG, path time not found, 0, Auto
