1808, 626, 39, 101, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8926_CROPED.JPG, path time not found, 0, Start 
1699, 754, 48, 101, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8926_CROPED.JPG, path time not found, 1, Start 
1808.0, 626.0, 39.0, 101.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8926_CROPED.JPG, path time not found, 0, Auto
1699.0, 754.0, 48.0, 101.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8926_CROPED.JPG, path time not found, 1, Auto
1808.0, 630.0, 39.0, 101.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8927_CROPED.JPG, path time not found, 0, Auto
1699.0, 757.0, 49.0, 103.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8927_CROPED.JPG, path time not found, 1, Auto
1808.0, 632.0, 39.0, 101.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8928_CROPED.JPG, path time not found, 0, Auto
1699.0, 761.0, 49.0, 103.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8928_CROPED.JPG, path time not found, 1, Auto
1808.0, 630.0, 41.0, 105.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8929_CROPED.JPG, path time not found, 0, Auto
1698.0, 760.0, 51.0, 107.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8929_CROPED.JPG, path time not found, 1, Auto
1807.0, 628.0, 42.0, 109.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8930_CROPED.JPG, path time not found, 0, Auto
1699.0, 760.0, 51.0, 107.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8930_CROPED.JPG, path time not found, 1, Auto
1806.0, 621.0, 45.0, 116.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8931_CROPED.JPG, path time not found, 0, Auto
1698.0, 763.0, 50.0, 105.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8931_CROPED.JPG, path time not found, 1, Auto
1807.0, 622.0, 43.0, 112.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8932_CROPED.JPG, path time not found, 0, Auto
1698.0, 767.0, 50.0, 105.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8932_CROPED.JPG, path time not found, 1, Auto
1808.0, 624.0, 42.0, 109.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8933_CROPED.JPG, path time not found, 0, Auto
1697.0, 772.0, 50.0, 105.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8933_CROPED.JPG, path time not found, 1, Auto
1805.0, 620.0, 44.0, 114.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\1\8934_CROPED.JPG, path time not found, 0, Auto
