1623, 1606, 82, 256, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4744_CROPED.JPG, path time not found, 0, Start 
1523, 1634, 63, 183, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4744_CROPED.JPG, path time not found, 1, Start 
1623.0, 1608.0, 80.0, 251.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4744_CROPED.JPG, path time not found, 0, Auto
1524.0, 1634.0, 63.0, 183.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4744_CROPED.JPG, path time not found, 1, Auto
1563.0, 1616.0, 82.0, 256.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4745_CROPED.JPG, path time not found, 0, Auto
1515.0, 1587.0, 64.0, 187.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4745_CROPED.JPG, path time not found, 1, Auto
1565.0, 1641.0, 79.0, 246.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4746_CROPED.JPG, path time not found, 0, Auto
1517.0, 1609.0, 64.0, 187.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4746_CROPED.JPG, path time not found, 1, Auto
1566.0, 1643.0, 77.0, 241.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4747_CROPED.JPG, path time not found, 0, Auto
1525.0, 1625.0, 64.0, 187.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4747_CROPED.JPG, path time not found, 1, Auto
1505, 1641, 34, 88, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4747_CROPED.JPG, path time not found, 0, Start 
1415, 1711, 28, 60, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4747_CROPED.JPG, path time not found, 1, Start 
1504.0, 1637.0, 37.0, 95.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4747_CROPED.JPG, path time not found, 0, Auto
1415.0, 1711.0, 28.0, 60.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4747_CROPED.JPG, path time not found, 1, Auto
1505.0, 1639.0, 35.0, 92.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4748_CROPED.JPG, path time not found, 0, Auto
1412.0, 1710.0, 28.0, 60.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4748_CROPED.JPG, path time not found, 1, Auto
1505.0, 1642.0, 34.0, 88.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4749_CROPED.JPG, path time not found, 0, Auto
1411.0, 1708.0, 27.0, 58.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4749_CROPED.JPG, path time not found, 1, Auto
1505.0, 1641.0, 34.0, 88.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4750_CROPED.JPG, path time not found, 0, Auto
1407.0, 1706.0, 26.0, 57.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4750_CROPED.JPG, path time not found, 1, Auto
1506.0, 1644.0, 32.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4751_CROPED.JPG, path time not found, 0, Auto
1405.0, 1706.0, 26.0, 55.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4751_CROPED.JPG, path time not found, 1, Auto
1505.0, 1641.0, 33.0, 86.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4752_CROPED.JPG, path time not found, 0, Auto
1403.0, 1704.0, 24.0, 52.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4752_CROPED.JPG, path time not found, 1, Auto
1505.0, 1642.0, 33.0, 85.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4753_CROPED.JPG, path time not found, 0, Auto
1399.0, 1701.0, 24.0, 51.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4753_CROPED.JPG, path time not found, 1, Auto
1505.0, 1642.0, 32.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4754_CROPED.JPG, path time not found, 0, Auto
1395.0, 1698.0, 24.0, 51.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4754_CROPED.JPG, path time not found, 1, Auto
1505.0, 1641.0, 32.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4755_CROPED.JPG, path time not found, 0, Auto
1416.0, 1678.0, 24.0, 52.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4755_CROPED.JPG, path time not found, 1, Auto
1506.0, 1642.0, 31.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4756_CROPED.JPG, path time not found, 0, Auto
1419.0, 1670.0, 25.0, 53.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4756_CROPED.JPG, path time not found, 1, Auto
1506.0, 1641.0, 32.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4757_CROPED.JPG, path time not found, 0, Auto
1414.0, 1671.0, 24.0, 52.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4757_CROPED.JPG, path time not found, 1, Auto
1506.0, 1641.0, 32.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4758_CROPED.JPG, path time not found, 0, Auto
1413.0, 1673.0, 24.0, 51.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4758_CROPED.JPG, path time not found, 1, Auto
1505.0, 1637.0, 34.0, 88.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4759_CROPED.JPG, path time not found, 0, Auto
1410.0, 1673.0, 23.0, 49.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4759_CROPED.JPG, path time not found, 1, Auto
1504.0, 1635.0, 35.0, 92.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4760_CROPED.JPG, path time not found, 0, Auto
1411.0, 1673.0, 23.0, 48.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4760_CROPED.JPG, path time not found, 1, Auto
1504.0, 1634.0, 36.0, 93.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4761_CROPED.JPG, path time not found, 0, Auto
1417.0, 1672.0, 23.0, 48.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4761_CROPED.JPG, path time not found, 1, Auto
1504.0, 1633.0, 36.0, 93.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4762_CROPED.JPG, path time not found, 0, Auto
1423.0, 1669.0, 23.0, 48.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4762_CROPED.JPG, path time not found, 1, Auto
1504.0, 1632.0, 37.0, 95.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\1\4763_CROPED.JPG, path time not found, 0, Auto
