1177, 1498, 85, 140, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1199_CROPED.JPG, path time not found, 0, Start 
991, 1443, 64, 250, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1199_CROPED.JPG, path time not found, 1, Start 
1177.0, 1498.0, 85.0, 140.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1199_CROPED.JPG, path time not found, 0, Auto
991.0, 1443.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1199_CROPED.JPG, path time not found, 1, Auto
1150.0, 1496.0, 87.0, 143.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1200_CROPED.JPG, path time not found, 0, Auto
991.0, 1444.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1200_CROPED.JPG, path time not found, 1, Auto
1150.0, 1500.0, 83.0, 137.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1201_CROPED.JPG, path time not found, 0, Auto
991.0, 1444.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1201_CROPED.JPG, path time not found, 1, Auto
1147.0, 1497.0, 87.0, 143.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1202_CROPED.JPG, path time not found, 0, Auto
991.0, 1444.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1202_CROPED.JPG, path time not found, 1, Auto
1145.0, 1498.0, 87.0, 143.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1203_CROPED.JPG, path time not found, 0, Auto
991.0, 1445.0, 63.0, 245.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1203_CROPED.JPG, path time not found, 1, Auto
1144.0, 1496.0, 88.0, 146.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1204_CROPED.JPG, path time not found, 0, Auto
991.0, 1444.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1204_CROPED.JPG, path time not found, 1, Auto
1145.0, 1496.0, 88.0, 146.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1205_CROPED.JPG, path time not found, 0, Auto
992.0, 1444.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1205_CROPED.JPG, path time not found, 1, Auto
1143.0, 1498.0, 88.0, 146.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1206_CROPED.JPG, path time not found, 0, Auto
991.0, 1443.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1206_CROPED.JPG, path time not found, 1, Auto
1143.0, 1498.0, 88.0, 146.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1207_CROPED.JPG, path time not found, 0, Auto
991.0, 1445.0, 63.0, 245.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1207_CROPED.JPG, path time not found, 1, Auto
1143.0, 1499.0, 88.0, 146.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1208_CROPED.JPG, path time not found, 0, Auto
990.0, 1444.0, 64.0, 250.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\1\1208_CROPED.JPG, path time not found, 1, Auto
