1601, 1044, 106, 270, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1210_CROPED.JPG, path time not found, 0, Start 
1004, 1036, 141, 350, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1210_CROPED.JPG, path time not found, 1, Start 
1600.0, 1041.0, 108.0, 275.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1210_CROPED.JPG, path time not found, 0, Auto
1004.0, 1036.0, 141.0, 350.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1210_CROPED.JPG, path time not found, 1, Auto
1514.0, 1043.0, 106.0, 270.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1211_CROPED.JPG, path time not found, 0, Auto
1002.0, 1034.0, 141.0, 350.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1211_CROPED.JPG, path time not found, 1, Auto
1509.0, 1027.0, 110.0, 281.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1212_CROPED.JPG, path time not found, 0, Auto
1049.0, 1015.0, 147.0, 364.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1212_CROPED.JPG, path time not found, 1, Auto
1524.0, 958.0, 108.0, 275.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1213_CROPED.JPG, path time not found, 0, Auto
1048.0, 1017.0, 147.0, 364.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1213_CROPED.JPG, path time not found, 1, Auto
1422.0, 839.0, 112.0, 287.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1214_CROPED.JPG, path time not found, 0, Auto
1046.0, 1015.0, 144.0, 357.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1214_CROPED.JPG, path time not found, 1, Auto
1424.0, 844.0, 108.0, 275.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1215_CROPED.JPG, path time not found, 0, Auto
1047.0, 1015.0, 147.0, 364.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1215_CROPED.JPG, path time not found, 1, Auto
1506, 968, 90, 351, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1215_CROPED.JPG, path time not found, 0, Start 
1102, 922, 145, 389, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1215_CROPED.JPG, path time not found, 1, Start 
1506.0, 968.0, 90.0, 351.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1215_CROPED.JPG, path time not found, 0, Auto
1102.0, 922.0, 145.0, 389.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1215_CROPED.JPG, path time not found, 1, Auto
1506.0, 967.0, 92.0, 358.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1216_CROPED.JPG, path time not found, 0, Auto
1096.0, 916.0, 151.0, 405.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1216_CROPED.JPG, path time not found, 1, Auto
1386.0, 959.0, 96.0, 372.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1217_CROPED.JPG, path time not found, 0, Auto
972.0, 925.0, 154.0, 413.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1217_CROPED.JPG, path time not found, 1, Auto
1367.0, 959.0, 97.0, 380.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1218_CROPED.JPG, path time not found, 0, Auto
958.0, 954.0, 148.0, 397.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1218_CROPED.JPG, path time not found, 1, Auto
1362.0, 953.0, 101.0, 395.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1219_CROPED.JPG, path time not found, 0, Auto
936.0, 1025.0, 160.0, 429.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1219_CROPED.JPG, path time not found, 1, Auto
1364.0, 971.0, 96.0, 372.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1220_CROPED.JPG, path time not found, 0, Auto
846.0, 977.0, 154.0, 413.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1220_CROPED.JPG, path time not found, 1, Auto
1356.0, 953.0, 101.0, 395.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1221_CROPED.JPG, path time not found, 0, Auto
821.0, 952.0, 157.0, 421.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1221_CROPED.JPG, path time not found, 1, Auto
1346.0, 972.0, 99.0, 388.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1222_CROPED.JPG, path time not found, 0, Auto
818.0, 950.0, 160.0, 429.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1222_CROPED.JPG, path time not found, 1, Auto
1343.0, 966.0, 101.0, 395.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1223_CROPED.JPG, path time not found, 0, Auto
819.0, 961.0, 163.0, 438.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1223_CROPED.JPG, path time not found, 1, Auto
1408.0, 981.0, 99.0, 388.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1224_CROPED.JPG, path time not found, 0, Auto
820.0, 947.0, 167.0, 447.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1224_CROPED.JPG, path time not found, 1, Auto
1406.0, 978.0, 99.0, 388.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1225_CROPED.JPG, path time not found, 0, Auto
819.0, 948.0, 173.0, 465.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1225_CROPED.JPG, path time not found, 1, Auto
1404.0, 972.0, 103.0, 403.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1226_CROPED.JPG, path time not found, 0, Auto
792.0, 945.0, 177.0, 474.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1226_CROPED.JPG, path time not found, 1, Auto
1402.0, 974.0, 103.0, 403.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1227_CROPED.JPG, path time not found, 0, Auto
814.0, 938.0, 180.0, 484.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1227_CROPED.JPG, path time not found, 1, Auto
1397.0, 973.0, 103.0, 403.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1228_CROPED.JPG, path time not found, 0, Auto
807.0, 938.0, 177.0, 474.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1228_CROPED.JPG, path time not found, 1, Auto
1397.0, 977.0, 103.0, 403.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1229_CROPED.JPG, path time not found, 0, Auto
805.0, 922.0, 177.0, 474.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1229_CROPED.JPG, path time not found, 1, Auto
1397.0, 972.0, 108.0, 419.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1230_CROPED.JPG, path time not found, 0, Auto
816.0, 925.0, 184.0, 493.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1230_CROPED.JPG, path time not found, 1, Auto
1395.0, 968.0, 112.0, 436.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1231_CROPED.JPG, path time not found, 0, Auto
802.0, 928.0, 184.0, 493.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1231_CROPED.JPG, path time not found, 1, Auto
1395.0, 978.0, 110.0, 428.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1232_CROPED.JPG, path time not found, 0, Auto
903.0, 866.0, 188.0, 503.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1232_CROPED.JPG, path time not found, 1, Auto
1391.0, 968.0, 114.0, 445.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1233_CROPED.JPG, path time not found, 0, Auto
799.0, 909.0, 195.0, 524.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1233_CROPED.JPG, path time not found, 1, Auto
1388.0, 969.0, 114.0, 445.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1234_CROPED.JPG, path time not found, 0, Auto
832.0, 921.0, 199.0, 534.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1234_CROPED.JPG, path time not found, 1, Auto
1385.0, 964.0, 116.0, 454.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1235_CROPED.JPG, path time not found, 0, Auto
926.0, 886.0, 199.0, 534.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\17\side\cropped\1\1235_CROPED.JPG, path time not found, 1, Auto
