1293, 825, 113, 211, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1871_CROPED.JPG, path time not found, 0, Start 
1083, 818, 74, 222, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1871_CROPED.JPG, path time not found, 1, Start 
1293.0, 825.0, 113.0, 211.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1871_CROPED.JPG, path time not found, 0, Auto
1083.0, 818.0, 74.0, 222.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1871_CROPED.JPG, path time not found, 1, Auto
1277.0, 831.0, 115.0, 215.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1872_CROPED.JPG, path time not found, 0, Auto
1084.0, 819.0, 74.0, 222.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1872_CROPED.JPG, path time not found, 1, Auto
1277.0, 832.0, 115.0, 215.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1873_CROPED.JPG, path time not found, 0, Auto
1084.0, 820.0, 73.0, 218.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1873_CROPED.JPG, path time not found, 1, Auto
1276.0, 831.0, 118.0, 220.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1874_CROPED.JPG, path time not found, 0, Auto
1082.0, 819.0, 74.0, 222.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1874_CROPED.JPG, path time not found, 1, Auto
1277.0, 831.0, 118.0, 220.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1875_CROPED.JPG, path time not found, 0, Auto
1086.0, 822.0, 73.0, 218.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1875_CROPED.JPG, path time not found, 1, Auto
1277.0, 831.0, 118.0, 220.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1876_CROPED.JPG, path time not found, 0, Auto
1085.0, 822.0, 73.0, 218.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1876_CROPED.JPG, path time not found, 1, Auto
1277.0, 829.0, 120.0, 224.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1877_CROPED.JPG, path time not found, 0, Auto
1085.0, 820.0, 73.0, 218.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1877_CROPED.JPG, path time not found, 1, Auto
1277.0, 828.0, 120.0, 224.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1878_CROPED.JPG, path time not found, 0, Auto
1083.0, 818.0, 74.0, 222.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1878_CROPED.JPG, path time not found, 1, Auto
1277.0, 829.0, 120.0, 224.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1879_CROPED.JPG, path time not found, 0, Auto
1082.0, 817.0, 75.0, 226.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1879_CROPED.JPG, path time not found, 1, Auto
1279.0, 830.0, 118.0, 220.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\28\side\cropped\2\1880_CROPED.JPG, path time not found, 0, Auto
